setid,"Mole fraction of N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Izafk,0.6001,328.15,101,1148.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,333.15,101,1145.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,338.15,101,1141.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,343.15,101,1138.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,348.15,101,1135.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6001,353.15,101,1132.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,288.15,101,1177.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,293.15,101,1174.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,298.15,101,1171.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,303.15,101,1168.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,308.15,101,1164.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,313.15,101,1161.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,318.15,101,1158.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,323.15,101,1154.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,328.15,101,1151.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,333.15,101,1148.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,338.15,101,1144.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,343.15,101,1141.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,348.15,101,1138.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.6998,353.15,101,1135.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,288.15,101,1180.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,293.15,101,1177.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,298.15,101,1173.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,303.15,101,1170.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,308.15,101,1167.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,313.15,101,1163.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,318.15,101,1160.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,323.15,101,1157.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,328.15,101,1154,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,333.15,101,1150.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,338.15,101,1147.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,343.15,101,1144,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,348.15,101,1140.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.7999,353.15,101,1137.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,288.15,101,1182.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,293.15,101,1179.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,298.15,101,1175.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,303.15,101,1172.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,308.15,101,1169.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,313.15,101,1165.9,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,318.15,101,1162.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,323.15,101,1159.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,328.15,101,1156,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,333.15,101,1152.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,338.15,101,1149.3,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,343.15,101,1146,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,348.15,101,1142.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,0.9008,353.15,101,1139.6,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,288.15,101,1184.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,293.15,101,1180.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,298.15,101,1177.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,303.15,101,1174.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,308.15,101,1170.7,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,313.15,101,1167.4,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,318.15,101,1164,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,323.15,101,1160.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,328.15,101,1157.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,333.15,101,1154.2,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,338.15,101,1150.8,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,343.15,101,1147.5,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,348.15,101,1144.1,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
Izafk,1,353.15,101,1141,Zhang et al. (2021a),Density,Liquid,AAsqqt,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate",AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
