setid,"Temperature, K",Mole fraction of 1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SSTkf,338.15,0,101.3,1289,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,338.15,0.2,101.3,1286,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,338.15,0.4,101.3,1282,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,338.15,0.6,101.3,1280,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,338.15,0.8,101.3,1278,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,338.15,1,101.3,1275,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,0,101.3,1286,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,0.2,101.3,1283,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,0.4,101.3,1278,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,0.6,101.3,1276,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,0.8,101.3,1274,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,343.15,1,101.3,1271,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,0,101.3,1282,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,0.2,101.3,1279,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,0.4,101.3,1274,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,0.6,101.3,1272,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,0.8,101.3,1270,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,348.15,1,101.3,1268,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,0,101.3,1278,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,0.2,101.3,1275,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,0.4,101.3,1270,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,0.6,101.3,1268,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,0.8,101.3,1266,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
SSTkf,353.15,1,101.3,1264,Seki et al. (2019),Density,Liquid,ABJzoK,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,,,
