setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DUBqd,308.15,0.9011,101,1347,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,308.15,1,101,1360,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0,101,1025.65,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.101,101,1104.57,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.199,101,1160.57,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.2951,101,1202.59,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.3925,101,1236.34,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.5012,101,1266.5,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.6001,101,1288.8,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.7023,101,1308,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.8101,101,1327.5,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,0.9011,101,1342.4,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,313.15,1,101,1355.4,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0,101,1021.83,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.101,101,1100.48,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.199,101,1156.28,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.2951,101,1198.22,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.3925,101,1231.86,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.5012,101,1262,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.6001,101,1284.3,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.7023,101,1303.5,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.8101,101,1322.9,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,0.9011,101,1337.9,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,318.15,1,101,1350.9,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0,101,1018.01,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.101,101,1096.39,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.199,101,1151.99,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.2951,101,1193.78,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.3925,101,1227.34,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.5012,101,1257.4,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.6001,101,1279.6,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.7023,101,1298.9,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.8101,101,1318.3,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,0.9011,101,1333.3,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
DUBqd,323.15,1,101,1346.3,Akbar and Murugesan (2012),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
