setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium methyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KPlKj,303.15,0.3075,93,1009.7,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,303.15,0.4187,93,1014.4,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,303.15,0.5363,93,1019.2,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0,93,994,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.0265,93,995.3,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.0507,93,996.5,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.0731,93,997.5,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.1016,93,998.8,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.1551,93,1001.3,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.2063,93,1003.6,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.2547,93,1005.7,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.3075,93,1008,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.4187,93,1012.6,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,308.15,0.5363,93,1017.4,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0,93,992.2,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.0265,93,993.5,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.0507,93,994.6,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.0731,93,995.7,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.1016,93,997,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.1551,93,999.4,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.2063,93,1001.7,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.2547,93,1003.8,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.3075,93,1006,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.4187,93,1010.5,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
KPlKj,313.15,0.5363,93,1015.2,Terdale and Warke (2020),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AADYJk,O,water,,,
