setid,"Temperature, K",Mole fraction of ferric chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VfsSH,298.15,0.6,100,1463.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.37,100,1271.9,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.4,100,1291.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.435,100,1314.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.455,100,1328.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.476,100,1343.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.5,100,1361.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.524,100,1383.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.565,100,1424.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,303.15,0.6,100,1458.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.37,100,1268.1,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.4,100,1287.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.435,100,1310.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.455,100,1324.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.476,100,1339.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.5,100,1357.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.524,100,1378.9,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.565,100,1420,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,308.15,0.6,100,1454.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.37,100,1264.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.4,100,1283.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.435,100,1306.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.455,100,1320.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.476,100,1335.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.5,100,1353.1,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.524,100,1374.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.565,100,1415.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,313.15,0.6,100,1449.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.37,100,1260.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.4,100,1279.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.435,100,1302.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.455,100,1316.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.476,100,1331.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.5,100,1349,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.524,100,1370.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.565,100,1411.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,318.15,0.6,100,1445.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.37,100,1256.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.4,100,1275.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.435,100,1298.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.455,100,1312.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.476,100,1327.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.5,100,1344.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.524,100,1366.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.565,100,1406.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,323.15,0.6,100,1440.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.37,100,1253,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.4,100,1271.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.435,100,1294.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.455,100,1308.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.476,100,1323.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.5,100,1340.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.524,100,1361.9,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.565,100,1402.4,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,328.15,0.6,100,1436.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.37,100,1249.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.4,100,1267.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.435,100,1290.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.455,100,1304.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.476,100,1319.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.5,100,1336.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.524,100,1357.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.565,100,1398,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,333.15,0.6,100,1431.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.37,100,1245.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.4,100,1263.9,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.435,100,1286.8,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.455,100,1300.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.476,100,1315.5,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.5,100,1332.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.524,100,1353.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.565,100,1393.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,338.15,0.6,100,1427.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.37,100,1241,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.4,100,1260.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.435,100,1282.6,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.455,100,1296.7,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.476,100,1311.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.5,100,1328.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.524,100,1349.2,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.565,100,1389.3,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
VfsSH,343.15,0.6,100,1422.9,Li et al. (2016g),Density,Liquid,AAfJOS,Cl[Fe](Cl)Cl,ferric chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
