setid,"Temperature, K","MolaLity of D-xylose, mol/kg","Solvent: MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NSrSv,298.15,0.0954,0.0012,100,1002,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1071,0.0004,100,1002.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1092,0.0008,100,1002.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1106,0.0012,100,1002.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1292,0.0004,100,1004,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1316,0.0008,100,1004.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.136,0.0012,100,1004.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1473,0.0004,100,1005,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1495,0.0012,100,1005,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,298.15,0.1533,0.0008,100,1005.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0,0.0004,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0,0.0008,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0,0.0012,100,994.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.05,0.0004,100,996.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0505,0.0008,100,996.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0549,0.0012,100,996.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0659,0.0008,100,997.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.073,0.0004,100,997.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0743,0.0012,100,997.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0849,0.0008,100,998.5,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0908,0.0004,100,998.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.0954,0.0012,100,998.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1071,0.0004,100,999.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1092,0.0008,100,999.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1106,0.0012,100,999.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1292,0.0004,100,1001.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1316,0.0008,100,1001.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.136,0.0012,100,1001.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1473,0.0004,100,1002.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1495,0.0012,100,1001.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,308.15,0.1533,0.0008,100,1002.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0,0.0004,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0,0.0008,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0,0.0012,100,990.3,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.05,0.0004,100,992.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0505,0.0008,100,992.7,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0549,0.0012,100,992.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0659,0.0008,100,993.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.073,0.0004,100,994,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0743,0.0012,100,993.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0849,0.0008,100,994.4,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0908,0.0004,100,995,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.0954,0.0012,100,994.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1071,0.0004,100,995.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1092,0.0008,100,995.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1106,0.0012,100,995.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1292,0.0004,100,997.1,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1316,0.0008,100,996.8,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.136,0.0012,100,996.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1473,0.0004,100,998.2,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1495,0.0012,100,997.6,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
NSrSv,318.15,0.1533,0.0008,100,997.9,Banipal et al. (2017b),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water
