setid,"Temperature, K","MolaLity of 1-methyl-1-pentylpyrrolidinium iodide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
urqFG,313.15,0.15522,100,778,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,313.15,0.20442,100,783.4,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,313.15,0.2538,100,788.9,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,313.15,0.29866,100,793.9,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,313.15,0.3493,100,799.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,313.15,0.40057,100,805.2,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.05121,100,761,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.09982,100,766.4,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.15522,100,772.6,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.20442,100,778.2,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.2538,100,783.7,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.29866,100,788.8,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.3493,100,794.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,318.15,0.40057,100,800.3,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.05121,100,755.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.09982,100,761,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.15522,100,767.3,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.20442,100,772.9,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.2538,100,778.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.29866,100,783.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.3493,100,789.3,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,323.15,0.40057,100,795.1,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.05121,100,749.9,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.09982,100,755.5,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.15522,100,761.8,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.20442,100,767.4,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.2538,100,773.1,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.29866,100,778.2,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.3493,100,784,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
urqFG,328.15,0.40057,100,789.9,Brahma and Gardas (2022),Density,Liquid,ABCXSN,[I-].C[N+]1(CCCC1)CCCCC,1-methyl-1-pentylpyrrolidinium iodide,AAHueB,CC#N,acetonitrile,,,
