setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,Mole fraction of butan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BbxLK,303.15,0.8631,0.0433,100,1215,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,303.15,0.8983,0.0232,100,1218.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,303.15,0.9142,0.0195,100,1219.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,303.15,0.9448,0.0099,100,1221.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.0333,0.8882,100,836.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.0635,0.8446,100,858.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.1006,0.7915,100,885.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.1352,0.7522,100,910.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.1669,0.7148,100,932.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.2046,0.6716,100,958,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.2322,0.6398,100,976,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.2685,0.5982,100,999.1,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.299,0.5616,100,1017.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.3313,0.5243,100,1036.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.3696,0.4801,100,1057.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.405,0.4363,100,1076.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.4377,0.3968,100,1092.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.4669,0.3611,100,1105.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.4972,0.3239,100,1119,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.5338,0.2953,100,1133.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.5705,0.2607,100,1147.4,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.6055,0.2352,100,1159,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.6346,0.2133,100,1168,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.6705,0.1809,100,1177.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.7042,0.1586,100,1185.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.7364,0.1311,100,1192.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.7641,0.1127,100,1197.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.7992,0.0829,100,1203.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.8294,0.0625,100,1207.8,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.8631,0.0433,100,1211.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.8983,0.0232,100,1215,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.9142,0.0195,100,1216.2,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,308.15,0.9448,0.0099,100,1218.5,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.0333,0.8882,100,832.3,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.0635,0.8446,100,854.7,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.1006,0.7915,100,881.9,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
BbxLK,313.15,0.1352,0.7522,100,906.6,Anwar and Riyazuddeen (2017),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAONVE,CCCCO,butan-1-ol,AAGIBL,CO,methanol
