setid,"Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eVzpF,323.15,0.050325,102,4.732,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.072325,102,6.782,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.10024,102,9.376,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.15049,102,14.001,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.20339,102,18.831,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.25254,102,23.275,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.30366,102,27.859,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.39958,102,36.358,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.50101,102,45.196,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,0.70193,102,62.301,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,1.0065,102,87.248,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,1.2544,102,106.66,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,1.5079,102,125.85,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,2.0101,102,161.7,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,2.5125,102,195.2,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,3.0071,102,225.86,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,3.991,102,281.17,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,5.012,102,331.58,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,323.15,7.0067,102,413.73,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.020844,102,1.956,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.032299,102,3.025,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.050325,102,4.702,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.072325,102,6.739,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.10024,102,9.317,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.15049,102,13.912,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.20339,102,18.712,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.25254,102,23.127,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.30366,102,27.681,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.39958,102,36.125,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.50101,102,44.904,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,0.70193,102,61.895,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,1.0065,102,86.669,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,1.2544,102,105.94,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,1.5079,102,125,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,2.0101,102,160.6,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,2.5125,102,193.86,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,3.0071,102,224.31,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,3.991,102,279.24,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,5.012,102,329.34,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,328.15,7.0067,102,411.03,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.020844,102,1.945,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.032299,102,3.007,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.050325,102,4.675,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.072325,102,6.699,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.10024,102,9.261,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.15049,102,13.827,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.20339,102,18.598,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.25254,102,22.986,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.30366,102,27.512,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.39958,102,35.902,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.50101,102,44.624,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,0.70193,102,61.507,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,1.0065,102,86.117,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,1.2544,102,105.26,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,1.5079,102,124.19,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,2.0101,102,159.55,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,2.5125,102,192.58,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,3.0071,102,222.83,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,3.991,102,277.41,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,5.012,102,327.2,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,333.15,7.0067,102,408.46,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.020844,102,1.933,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.032299,102,2.991,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.050325,102,4.647,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.072325,102,6.66,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.10024,102,9.208,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.15049,102,13.745,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.20339,102,18.489,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.25254,102,22.851,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.30366,102,27.35,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.39958,102,35.691,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.50101,102,44.359,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,0.70193,102,61.137,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,1.0065,102,85.591,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,1.2544,102,104.61,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,1.5079,102,123.42,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,2.0101,102,158.55,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,2.5125,102,191.37,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,3.0071,102,221.42,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,3.991,102,275.67,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,5.012,102,325.16,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,338.15,7.0067,102,406,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.020844,102,1.923,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.032299,102,2.975,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.050325,102,4.623,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.072325,102,6.623,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.10024,102,9.157,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.15049,102,13.669,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.20339,102,18.387,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.25254,102,22.72,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.30366,102,27.197,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.39958,102,35.49,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.50101,102,44.102,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,0.70193,102,60.783,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,1.0065,102,85.087,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,1.2544,102,103.99,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,1.5079,102,122.68,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,2.0101,102,157.6,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,2.5125,102,190.21,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,3.0071,102,220.07,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,3.991,102,274,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,5.012,102,323.22,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
eVzpF,343.15,7.0067,102,403.66,Hnedkovsky and Hefter (2021),Density,Liquid,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,AADYJk,O,water,,,
