setid,"Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of methyl 3-oxobutanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rrzts,0.3068,288.15,0.1696,101,1002.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.2825,101,1003.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.3681,101,1005.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.4597,101,1006.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.5583,101,1007.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.6657,101,1009.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.8225,101,1011.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,288.15,0.894,101,1012.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.0781,101,999.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.1696,101,1001.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.2825,101,1002.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.3681,101,1004,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.4597,101,1005.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.5583,101,1006.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.6657,101,1007.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.8225,101,1009.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,293.15,0.894,101,1010.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.0781,101,998.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.1696,101,999.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.2825,101,1001.4,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.3681,101,1002.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.4597,101,1003.7,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.5583,101,1005,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.6657,101,1006.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.8225,101,1008.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,298.15,0.894,101,1008.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.0781,101,997.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.1696,101,998.3,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.2825,101,999.8,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.3681,101,1000.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.4597,101,1002,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.5583,101,1003.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.6657,101,1004.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.8225,101,1006.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,303.15,0.894,101,1007,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.0781,101,995.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.1696,101,996.6,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.2825,101,998,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.3681,101,999,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.4597,101,1000.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.5583,101,1001.2,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.6657,101,1002.5,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.8225,101,1004.1,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
rrzts,0.3068,308.15,0.894,101,1004.9,Pal et al. (2014a),Density,Liquid,AAWREy,COC(=O)CC(C)=O,methyl 3-oxobutanoate,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
