setid,"Solvent: MolaLity of 1-butyl-3-propyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of L-threonine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oyEbb,0.03,298.15,0,100,998.5,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.05029,100,1000.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.0999,100,1002.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.147,100,1004.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.1968,100,1006.9,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.2492,100,1009.1,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,298.15,0.3004,100,1011.3,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0,100,995.5,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.05029,100,997.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.0999,100,999.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.147,100,1001.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.1968,100,1003.8,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.2492,100,1006,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,308.15,0.3004,100,1008.2,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0,100,991.5,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.05029,100,993.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.0999,100,995.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.147,100,997.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.1968,100,999.8,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.2492,100,1002,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.03,318.15,0.3004,100,1004.1,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0,100,1001.9,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.052,100,1004.1,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.0994,100,1006.1,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.1499,100,1008.3,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.2032,100,1010.5,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.2507,100,1012.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,288.15,0.3009,100,1014.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0,100,999.4,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.052,100,1001.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.0994,100,1003.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.1499,100,1005.8,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.2032,100,1008,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.2507,100,1010,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,298.15,0.3009,100,1012.1,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0,100,996.4,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.052,100,998.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.0994,100,1000.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.1499,100,1002.7,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.2032,100,1004.9,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.2507,100,1006.9,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,308.15,0.3009,100,1009,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0,100,992.4,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.052,100,994.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.0994,100,996.5,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.1499,100,998.6,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.2032,100,1000.8,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.2507,100,1002.8,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
oyEbb,0.05,318.15,0.3009,100,1004.9,Kaur et al. (2020),Density,Liquid,AAWvKW,C[C@@H](O)[C@H](N)C(=O)O,L-threonine,AAvbob,CCCC[n+]1ccn(CCC)c1.[Br-],1-butyl-3-propyl-1H-imidazolium bromide,AADYJk,O,water
