setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium diethyl phosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DeYCM,293.15,0.7003,100,1115,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,293.15,0.8,100,1128,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,293.15,0.8985,100,1139,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,293.15,1,100,1148,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0,100,785,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.0201,100,815,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.0397,100,841,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.0802,100,885,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.1002,100,903,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.12,100,919,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.16,100,948,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.1992,100,971,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.2987,100,1017,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.4007,100,1051,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.5007,100,1076,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.5993,100,1096,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.7003,100,1112,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.8,100,1125,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,0.8985,100,1135,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,298.15,1,100,1145,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0,100,781,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.0201,100,811,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.0397,100,837,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.0802,100,881,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.1002,100,899,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.12,100,916,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.16,100,944,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.1992,100,968,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.2987,100,1014,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.4007,100,1048,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.5007,100,1073,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.5993,100,1092,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.7003,100,1108,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.8,100,1121,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,0.8985,100,1132,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,303.15,1,100,1141,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0,100,777,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.0201,100,807,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.0397,100,833,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.0802,100,877,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.1002,100,895,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.12,100,912,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.16,100,940,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.1992,100,964,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.2987,100,1010,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.4007,100,1044,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.5007,100,1069,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.5993,100,1089,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.7003,100,1105,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.8,100,1118,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,0.8985,100,1129,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,308.15,1,100,1138,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0,100,772,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.0201,100,803,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.0397,100,829,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.0802,100,873,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.1002,100,891,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.12,100,908,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.16,100,937,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.1992,100,960,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.2987,100,1007,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.4007,100,1040,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.5007,100,1066,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.5993,100,1085,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.7003,100,1101,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.8,100,1114,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,0.8985,100,1125,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,313.15,1,100,1134,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0,100,768,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.0201,100,798,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.0397,100,824,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.0802,100,869,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.1002,100,887,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.12,100,904,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.16,100,933,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.1992,100,956,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.2987,100,1003,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.4007,100,1037,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.5007,100,1062,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.5993,100,1082,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.7003,100,1098,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.8,100,1111,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,0.8985,100,1122,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,318.15,1,100,1131,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0,100,763,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.0201,100,794,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.0397,100,820,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.0802,100,865,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.1002,100,883,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.12,100,900,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.16,100,929,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.1992,100,953,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.2987,100,999,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.4007,100,1033,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.5007,100,1059,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
DeYCM,323.15,0.5993,100,1078,Skonieczny and Krolikowska (2022),Density,Liquid,AAyqRj,CCOP(=O)([O-])OCC.CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium diethyl phosphate,AAIsrh,CCO,ethanol,,,
