setid,"Temperature, K",Mole fraction of bis(2-hydroxyethyl)dimethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cKMAD,303.15,0.0989,101,1155.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.1991,101,1213.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.2989,101,1241.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.3971,101,1258.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.4797,101,1268,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.5983,101,1277.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.6984,101,1283.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.7942,101,1287.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,0.8928,101,1291.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,303.15,1,101,1295,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0,101,994.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.0989,101,1153.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.1991,101,1210.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.2989,101,1238.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.3971,101,1255.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.4797,101,1264.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.5983,101,1274.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.6984,101,1280.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.7942,101,1284.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,0.8928,101,1288.2,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,308.15,1,101,1291.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0,101,992.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.0989,101,1150.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.1991,101,1207.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.2989,101,1236,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.3971,101,1252.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.4797,101,1261.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.5983,101,1271.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.6984,101,1277.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.7942,101,1281.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,0.8928,101,1285.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,313.15,1,101,1288.6,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0,101,990.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.0989,101,1147.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.1991,101,1204.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.2989,101,1233,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.3971,101,1249.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.4797,101,1258.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.5983,101,1268.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.6984,101,1274,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.7942,101,1278.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,0.8928,101,1282,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,318.15,1,101,1285.5,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0,101,988.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.0989,101,1145.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.1991,101,1202,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.2989,101,1230.1,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.3971,101,1246.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.4797,101,1255.7,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.5983,101,1265,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.6984,101,1270.9,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.7942,101,1275.4,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,0.8928,101,1278.8,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
cKMAD,323.15,1,101,1282.3,Cai et al. (2020c),Density,Liquid,AAsEXb,CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,bis(2-hydroxyethyl)dimethylammonium methanesulfonate,AADYJk,O,water,,,
