setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FVFNA,308.15,0,101.3,790.38,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.00552,101.3,790.53,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.01247,101.3,790.74,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.02164,101.3,791.01,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.03037,101.3,791.27,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.04043,101.3,791.59,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.05222,101.3,791.97,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.06069,101.3,792.25,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.07502,101.3,792.74,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,308.15,0.11008,101.3,793.96,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0,101.3,785.05,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.00552,101.3,785.16,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.01247,101.3,785.32,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.02164,101.3,785.51,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.03037,101.3,785.71,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.04043,101.3,785.95,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.05222,101.3,786.24,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.06069,101.3,786.45,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.07502,101.3,786.81,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
FVFNA,313.15,0.11008,101.3,787.74,Tomas et al. (2023),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AANtck,CCC(C)=O,butanone,,,
