setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gNIhl,288.15,0.03012,0,100,999.84,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.03023,0.005,100,999.91,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.03026,0.01,100,999.97,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.0398,0,100,1000.08,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04,0.05,100,1000.73,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04006,0.03,100,1000.46,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04009,0.005,100,1000.15,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.0401,0.01,100,1000.21,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.0499,0,100,1000.33,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04992,0.03,100,1000.7,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04994,0.005,100,1000.39,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.04996,0.05,100,1000.97,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.05008,0.01,100,1000.46,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.05977,0.01,100,1000.69,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.05985,0.005,100,1000.64,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.05994,0.05,100,1001.21,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.06,0,100,1000.57,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.06002,0.03,100,1000.94,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.06936,0,100,1000.8,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.06983,0.005,100,1000.88,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07,0.03,100,1001.18,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07,0.05,100,1001.45,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07123,0.01,100,1000.97,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07937,0.03,100,1001.41,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07984,0.01,100,1001.18,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07984,0.05,100,1001.69,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.07993,0.005,100,1001.13,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,288.15,0.0802,0,100,1001.07,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0,0,100,997.04,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0,0.005,100,997.1,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0,0.01,100,997.16,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0,0.03,100,997.39,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0,0.05,100,997.63,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.00991,0.01,100,997.39,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.00997,0.05,100,997.87,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.01001,0.03,100,997.63,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.01002,0.005,100,997.33,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.01009,0,100,997.28,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.01997,0.005,100,997.57,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.01999,0.05,100,998.1,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.02005,0.01,100,997.63,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.02007,0,100,997.52,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.02015,0.03,100,997.87,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.02902,0.05,100,998.32,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.02995,0.03,100,998.1,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.03012,0,100,997.76,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.03023,0.005,100,997.81,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.03026,0.01,100,997.87,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.0398,0,100,997.99,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04,0.05,100,998.57,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04006,0.03,100,998.34,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04009,0.005,100,998.04,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.0401,0.01,100,998.1,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.0499,0,100,998.23,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04992,0.03,100,998.57,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04994,0.005,100,998.27,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.04996,0.05,100,998.81,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.05008,0.01,100,998.34,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.05977,0.01,100,998.56,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.05985,0.005,100,998.5,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.05994,0.05,100,999.04,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.06,0,100,998.46,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.06002,0.03,100,998.81,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.06936,0,100,998.69,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.06983,0.005,100,998.73,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07,0.03,100,999.05,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07,0.05,100,999.28,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07123,0.01,100,998.83,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07937,0.03,100,999.27,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07984,0.01,100,999.03,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07984,0.05,100,999.51,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.07993,0.005,100,998.97,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,298.15,0.0802,0,100,998.94,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0,0,100,994.03,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0,0.005,100,994.08,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0,0.01,100,994.14,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0,0.03,100,994.36,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0,0.05,100,994.57,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.00991,0.01,100,994.37,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.00997,0.05,100,994.8,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.01001,0.03,100,994.59,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.01002,0.005,100,994.31,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.01009,0,100,994.27,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
gNIhl,308.15,0.01997,0.005,100,994.54,Kumar et al. (2020a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
