setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ExYlO,313.15,0.0555,0.0207,100,994.123,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0646,0.0403,100,995.11,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0649,0,100,993.694,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0649,0.0611,100,995.754,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0651,0.0207,100,994.351,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0747,0.0207,100,994.579,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0751,0.0611,100,995.968,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0754,0,100,993.909,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0755,0.0403,100,995.336,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0853,0,100,994.122,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0853,0.0207,100,994.808,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0853,0.0611,100,996.182,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0858,0.0403,100,995.563,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0948,0.0403,100,995.79,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0948,0.0611,100,996.397,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0952,0.0207,100,995.038,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,313.15,0.0956,0,100,994.334,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0,0,100,990.198,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0,0.0207,100,990.724,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0,0.0403,100,991.573,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0,0.0611,100,992.363,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0152,0,100,990.538,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0154,0.0207,100,991.057,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0154,0.0403,100,991.903,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0157,0.0611,100,992.674,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0252,0.0403,100,992.124,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0252,0.0611,100,992.882,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0255,0,100,990.762,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0257,0.0207,100,991.28,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0348,0.0207,100,991.504,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0351,0,100,990.984,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0351,0.0403,100,992.346,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0355,0.0611,100,993.091,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0448,0,100,991.204,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0452,0.0207,100,991.729,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0456,0.0403,100,992.569,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0456,0.0611,100,993.301,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0553,0,100,991.422,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0553,0.0403,100,992.793,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0554,0.0611,100,993.512,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0555,0.0207,100,991.955,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0646,0.0403,100,993.017,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0649,0,100,991.639,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0649,0.0611,100,993.723,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0651,0.0207,100,992.181,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0747,0.0207,100,992.408,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0751,0.0611,100,993.935,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0754,0,100,991.853,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0755,0.0403,100,993.242,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0853,0,100,992.066,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0853,0.0207,100,992.636,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0853,0.0611,100,994.148,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0858,0.0403,100,993.467,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0948,0.0403,100,993.693,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0948,0.0611,100,994.361,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0952,0.0207,100,992.864,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,318.15,0.0956,0,100,992.277,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
