setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ExYlO,293.15,0.0255,0,100,998.884,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0257,0.0207,100,999.558,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0348,0.0207,100,999.793,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0351,0,100,999.115,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0351,0.0403,100,1000.61,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0355,0.0611,100,1001.34,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0448,0,100,999.344,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0452,0.0207,100,1000.03,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0456,0.0403,100,1000.85,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0456,0.0611,100,1001.56,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0553,0,100,999.571,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0553,0.0403,100,1001.08,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0554,0.0611,100,1001.78,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0555,0.0207,100,1000.27,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0646,0.0403,100,1001.31,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0649,0,100,999.796,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0649,0.0611,100,1002,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0651,0.0207,100,1000.5,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0747,0.0207,100,1000.74,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0751,0.0611,100,1002.23,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0754,0,100,1000.02,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0755,0.0403,100,1001.55,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0853,0,100,1000.24,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0853,0.0207,100,1000.98,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0853,0.0611,100,1002.45,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0858,0.0403,100,1001.79,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0948,0.0403,100,1002.02,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0948,0.0611,100,1002.67,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0952,0.0207,100,1001.22,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,293.15,0.0956,0,100,1000.46,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0,0,100,997.098,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0,0.0207,100,997.767,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0,0.0403,100,998.613,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0,0.0611,100,999.351,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0152,0,100,997.447,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0154,0.0207,100,998.111,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0154,0.0403,100,998.954,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0157,0.0611,100,999.672,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0252,0.0403,100,999.182,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0252,0.0611,100,999.887,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0255,0,100,997.677,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0257,0.0207,100,998.342,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0348,0.0207,100,998.573,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0351,0,100,997.905,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0351,0.0403,100,999.411,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0355,0.0611,100,1000.1,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0448,0,100,998.131,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0452,0.0207,100,998.805,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0456,0.0403,100,999.641,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0456,0.0611,100,1000.32,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0553,0,100,998.355,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0553,0.0403,100,999.872,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0554,0.0611,100,1000.54,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0555,0.0207,100,999.038,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0646,0.0403,100,1000.1,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0649,0,100,998.577,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0649,0.0611,100,1000.76,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0651,0.0207,100,999.272,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0747,0.0207,100,999.506,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0751,0.0611,100,1000.98,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0754,0,100,998.798,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0755,0.0403,100,1000.34,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0853,0,100,999.016,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0853,0.0207,100,999.742,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0853,0.0611,100,1001.2,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0858,0.0403,100,1000.57,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0948,0.0403,100,1000.8,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0948,0.0611,100,1001.42,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0952,0.0207,100,999.978,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,298.15,0.0956,0,100,999.232,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0,0,100,995.693,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0,0.0207,100,996.373,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0,0.0403,100,997.178,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0,0.0611,100,997.919,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0152,0,100,996.039,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0154,0.0207,100,996.714,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0154,0.0403,100,997.515,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0157,0.0611,100,998.236,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0252,0.0403,100,997.741,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0252,0.0611,100,998.449,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
ExYlO,303.15,0.0255,0,100,996.267,Sharma et al. (2022a),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
