setid,"Temperature, K",Mole fraction of n-butylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AZGuM,298.15,0,101,785.39,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.0995,101,854.53,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.1997,101,906.36,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.2999,101,947.99,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.3998,101,981.61,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.5005,101,1009.6,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.6501,101,1044.4,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.8003,101,1072.4,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,0.8989,101,1087.8,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,298.15,1,101,1101.5,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0,101,780.69,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.0995,101,850.59,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.1997,101,902.64,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.2999,101,944.41,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.3998,101,978.16,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.5005,101,1006.2,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.6501,101,1041.1,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.8003,101,1069.2,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,0.8989,101,1084.6,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,303.15,1,101,1098.4,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0,101,776.35,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.0995,101,846.63,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.1997,101,898.9,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.2999,101,940.85,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.3998,101,974.71,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.5005,101,1003.2,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.6501,101,1037.9,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.8003,101,1066,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,0.8989,101,1081.5,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,308.15,1,101,1095.3,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0,101,772.11,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.0995,101,842.66,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.1997,101,895.16,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.2999,101,937.28,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.3998,101,971.27,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.5005,101,999.8,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.6501,101,1034.6,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.8003,101,1062.8,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,0.8989,101,1078.3,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
AZGuM,313.15,1,101,1092.2,Xu et al. (2013a),Density,Liquid,AAIsrh,CCO,ethanol,AAaJgU,CCCC[NH3+].O=[N+]([O-])[O-],n-butylammonium nitrate,,,
