setid,"Temperature, K","MolaLity of benzylmethylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zKrAN,318.15,0.38214,101,926.63,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,318.15,0.43033,101,927.06,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,318.15,0.49009,101,927.59,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.06721,101,920.27,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.11621,101,920.41,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.19574,101,920.8,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.24971,101,921.04,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.29791,101,921.36,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.38214,101,921.79,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.43033,101,922.21,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,323.15,0.49009,101,922.74,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.06721,101,915.4,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.11621,101,915.6,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.19574,101,916,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.24971,101,916.2,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.29791,101,916.5,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.38214,101,917,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.43033,101,917.4,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
zKrAN,328.15,0.49009,101,917.9,Keshapolla and Gardas (2015),Density,Liquid,AAqxhf,CCCCCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium hexanoate,AAOCWD,CN(C)C=O,dimethylformamide,,,
