setid,"Temperature, K","Pressure, kPa",Mole fraction of carbon dioxide,"Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zdRYO,313.15,3740.6,0.443,0.0001528,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,313.15,4584.6,0.499,0.0001416,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,313.15,5373.3,0.544,0.0001328,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,688.9,0.087,0.0002278,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,1119.4,0.133,0.0002186,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,1796.1,0.205,0.0002038,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,2454.1,0.26,0.0001927,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,2710.1,0.28,0.0001888,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,3426.9,0.333,0.0001781,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,4159,0.381,0.0001682,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,5142.7,0.434,0.0001572,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
zdRYO,333.15,6091.4,0.478,0.0001484,Makino et al. (2014c),Density,Liquid,AAIYzl,O=C=O,carbon dioxide,ABUcca,CCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
