setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium salicylate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NGgDB,308.15,0.007,100,994.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.00801,100,994.4,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.01056,100,994.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.01278,100,994.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.0158,100,994.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.01707,100,994.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.02056,100,994.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,308.15,0.02523,100,995.1,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0,100,992.2,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.00579,100,992.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.007,100,992.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.00801,100,992.5,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.01056,100,992.6,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.01278,100,992.7,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.0158,100,992.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.01707,100,992.9,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.02056,100,993.1,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
NGgDB,313.15,0.02523,100,993.3,Vranes et al. (2016a),Density,Liquid,AADYJk,O,water,ABBHCu,CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,1-butyl-3-methylimidazolium salicylate,,,
