setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
adara,298.15,0.9743,101,1319.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,298.15,1,101,1327.2,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0,101,794.9,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.0006,101,796,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.0012,101,796.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.0029,101,799.1,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.7074,101,1236.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.7983,101,1266.4,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.9284,101,1303.5,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,0.9743,101,1316.3,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
adara,303.15,1,101,1323.7,Pereiro and Rodriguez (2007a),Density,Liquid,AANtck,CCC(C)=O,butanone,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
