setid,"Temperature, K","MolaLity of N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CUHgY,318.15,0,100,924.735,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0094,100,926.15,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0139,100,926.816,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0248,100,928.435,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0349,100,929.918,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0531,100,932.558,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0682,100,934.734,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.0872,100,937.452,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.1092,100,940.549,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.1351,100,944.152,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
CUHgY,318.15,0.1667,100,948.459,Marcinkowski et al. (2018),Density,Liquid,ABavQD,CC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-ethyl-N-methylmorpholinium bis(trifluoromethanesulfonyl)imide,AAOCWD,CN(C)C=O,dimethylformamide,,,
