setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHcJn,333.15,0.1999,101,1114.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.3001,101,1122.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.4001,101,1130.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.5006,101,1136.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.6015,101,1141,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.7036,101,1145.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.8038,101,1148.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,0.9012,101,1151.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,333.15,1,101,1154,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0,101,1085.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.1027,101,1099.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.1999,101,1109.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.3001,101,1118.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.4001,101,1126.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.5006,101,1132.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.6015,101,1137.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.7036,101,1141.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.8038,101,1145.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,0.9012,101,1148.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,338.15,1,101,1150.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0,101,1080.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.1027,101,1094.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.1999,101,1105.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.3001,101,1115,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.4001,101,1122.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.5006,101,1128.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.6015,101,1133.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.7036,101,1138.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.8038,101,1141.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,0.9012,101,1144.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
OHcJn,343.15,1,101,1147.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
