setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rgSjJ,308.15,0.8005,100,1243.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,0.9002,100,1265.1,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,308.15,1,100,1284.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0,100,911.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.1002,100,975.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.2001,100,1030.2,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.3007,100,1077.5,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.3992,100,1117.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.5001,100,1154.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.5986,100,1185.7,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.7001,100,1214.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.8005,100,1239.3,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,0.9002,100,1261.4,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
rgSjJ,313.15,1,100,1280.9,Devi et al. (2024),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AARRPu,CCOCCO,2-ethoxyethan-1-ol,,,
