setid,Solvent: Weight fraction of lithium chloride,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SpDdB,0.05,313.15,1.3624,101,1042.4,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,0.1059,101,1020.55,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,0.3599,101,1024.65,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,0.512,101,1027.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,0.7374,101,1030.67,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,0.9321,101,1033.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,1.0223,101,1035.07,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,1.2055,101,1037.82,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.05,318.15,1.3624,101,1040.1,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,0.1052,101,1055.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,0.3611,101,1059.63,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,0.5118,101,1062.29,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,0.728,101,1066.05,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,0.9331,101,1069.53,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,1.0155,101,1070.91,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,1.1709,101,1073.49,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,298.15,1.4003,101,1077.2,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,0.1052,101,1053.55,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,0.3611,101,1058.07,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,0.5118,101,1060.7,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,0.728,101,1064.4,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,0.9331,101,1067.85,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,1.0155,101,1069.22,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,1.1709,101,1071.77,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,303.15,1.4003,101,1075.45,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,0.1052,101,1052.08,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,0.3611,101,1056.53,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,0.5118,101,1059.12,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,0.728,101,1062.79,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,0.9331,101,1066.2,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
SpDdB,0.1,308.15,1.0155,101,1067.55,Rafiee and Frouzesh (2015b),Density,Liquid,AAIHRm,[Cl-].[Li+],lithium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
