setid,Mole fraction of butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UteaZ,0.02,303.15,100,837.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.02,308.15,100,832.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.03,293.15,100,871.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.03,298.15,100,866.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.03,303.15,100,862.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.03,308.15,100,857.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.0391,293.15,100,892.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.0391,298.15,100,888,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.0391,303.15,100,883.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.0391,308.15,100,879,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.05,293.15,100,915.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.05,298.15,100,911.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.05,303.15,100,906.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.05,308.15,100,902.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.06,293.15,100,936.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.06,298.15,100,931.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.06,303.15,100,927.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.06,308.15,100,922.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.07,293.15,100,955.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.07,298.15,100,951.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.07,303.15,100,946.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.07,308.15,100,941.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.08,293.15,100,973.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.08,298.15,100,969,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.08,303.15,100,966.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.08,308.15,100,959.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.12,293.15,100,1037.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.12,298.15,100,1030.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.12,303.15,100,1025.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.12,308.15,100,1021.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.1486,293.15,100,1072,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.1486,298.15,100,1067.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.1486,303.15,100,1062.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.1486,308.15,100,1057.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2003,293.15,100,1126.3,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2003,298.15,100,1121.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2003,303.15,100,1117.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2003,308.15,100,1112.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2499,293.15,100,1168.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2499,298.15,100,1163.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2499,303.15,100,1158.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.2499,308.15,100,1154.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3,293.15,100,1202.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3,298.15,100,1198,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3,303.15,100,1193.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3,308.15,100,1188.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3496,293.15,100,1231.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3496,298.15,100,1226.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3496,303.15,100,1221.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.3496,308.15,100,1217.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.4004,293.15,100,1255.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.4004,298.15,100,1251.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.4004,303.15,100,1246.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.4004,308.15,100,1241.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5002,293.15,100,1294.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5002,298.15,100,1290.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5002,303.15,100,1285.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5002,308.15,100,1280.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5904,293.15,100,1322.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5904,298.15,100,1317.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5904,303.15,100,1313,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.5904,308.15,100,1308.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.7,293.15,100,1348.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.7,298.15,100,1343.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.7,303.15,100,1339.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.7,308.15,100,1334.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.8009,293.15,100,1368,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.8009,298.15,100,1363.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.8009,303.15,100,1359,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.8009,308.15,100,1354.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.899,293.15,100,1383.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.899,298.15,100,1379.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.899,303.15,100,1374.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.899,308.15,100,1370.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.9395,293.15,100,1389.8,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.9395,298.15,100,1384.6,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.9395,303.15,100,1380.2,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,0.9395,308.15,100,1375.7,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,1,293.15,100,1397.4,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,1,298.15,100,1392.9,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,1,303.15,100,1388.5,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
UteaZ,1,308.15,100,1384.1,Santos et al. (2017),Density,Liquid,AAIsrh,CCO,ethanol,ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
