setid,"Temperature, K","MolaLity of 1-methyl-3-octyl-1H-imidazolium thiocyanate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wQSoW,298.15,0.0088,86,1198.6,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0115,86,1198.46,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0133,86,1198.37,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0161,86,1198.22,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0183,86,1198.11,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0206,86,1197.98,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0229,86,1197.86,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,298.15,0.0252,86,1197.73,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0,86,1188.43,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0088,86,1188.01,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0115,86,1187.88,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0133,86,1187.78,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0161,86,1187.64,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0183,86,1187.53,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0206,86,1187.41,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0229,86,1187.29,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,308.15,0.0252,86,1187.16,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0,86,1177.84,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0088,86,1177.43,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0115,86,1177.3,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0133,86,1177.21,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0161,86,1177.07,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0183,86,1176.96,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0206,86,1176.85,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0229,86,1176.73,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
wQSoW,318.15,0.0252,86,1176.61,Golmohammadi et al. (2021),Density,Liquid,AAwmau,CCCCCCCCn1cc[n+](C)c1.N#C[S-],1-methyl-3-octyl-1H-imidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
