setid,"Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZaQYh,303.15,0.1568,101,1104.45,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,303.15,0.1917,101,1107.66,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,303.15,0.2205,101,1110.33,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,303.15,0.2625,101,1114.27,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0,101,1080.11,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.02641,101,1082.51,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.0331,101,1083.11,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.04651,101,1084.33,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.06041,101,1085.59,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.0788,101,1087.27,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.09603,101,1088.84,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.1218,101,1091.19,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.1568,101,1094.42,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.1917,101,1097.64,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.2205,101,1100.32,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,313.15,0.2625,101,1104.24,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.02641,101,1072.47,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.0331,101,1073.08,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.04651,101,1074.31,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.06041,101,1075.56,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.0788,101,1077.24,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.09603,101,1078.81,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.1218,101,1081.17,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.1568,101,1084.4,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.1917,101,1087.62,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.2205,101,1090.31,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,323.15,0.2625,101,1094.22,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.02641,101,1062.44,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.0331,101,1063.05,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.04651,101,1064.27,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.06041,101,1065.53,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.0788,101,1067.21,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.09603,101,1068.79,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.1218,101,1071.16,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.1568,101,1074.39,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.1917,101,1077.62,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.2205,101,1080.3,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
ZaQYh,333.15,0.2625,101,1084.21,Warminska et al. (2010b),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
