setid,"Temperature, K","MolaLity of benzylmethylammonium propionate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YdlXL,303.15,0.21001,101.3,1086.24,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.33994,101.3,1084.24,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.42849,101.3,1083.01,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.52787,101.3,1081.75,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.61235,101.3,1080.75,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.72355,101.3,1079.55,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,303.15,0.77682,101.3,1078.97,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0,101.3,1085.35,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.1588,101.3,1082.04,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.21001,101.3,1081.18,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.33994,101.3,1079.14,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.42849,101.3,1077.89,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.52787,101.3,1076.62,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.61235,101.3,1075.61,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.72355,101.3,1074.39,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,308.15,0.77682,101.3,1073.81,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0,101.3,1080.33,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.1588,101.3,1076.99,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.21001,101.3,1076.11,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.33994,101.3,1074.04,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.42849,101.3,1072.77,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.52787,101.3,1071.48,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.61235,101.3,1070.46,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.72355,101.3,1069.22,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,313.15,0.77682,101.3,1068.64,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0,101.3,1075.31,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.1588,101.3,1071.94,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.21001,101.3,1071.05,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.33994,101.3,1068.94,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.42849,101.3,1067.65,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.52787,101.3,1066.35,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.61235,101.3,1065.31,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.72355,101.3,1064.06,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,318.15,0.77682,101.3,1063.48,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0,101.3,1070.29,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.1588,101.3,1066.9,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.21001,101.3,1065.99,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.33994,101.3,1063.85,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.42849,101.3,1062.54,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.52787,101.3,1061.21,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.61235,101.3,1060.16,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.72355,101.3,1058.9,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,323.15,0.77682,101.3,1058.31,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0,101.3,1065.26,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.1588,101.3,1061.86,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.21001,101.3,1060.94,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.33994,101.3,1058.76,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.42849,101.3,1057.43,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.52787,101.3,1056.09,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.61235,101.3,1055.02,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.72355,101.3,1053.75,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
YdlXL,328.15,0.77682,101.3,1053.14,Keshapolla and Gardas (2014),Density,Liquid,AAlcOZ,CCC(=O)[O-].C[NH2+]Cc1ccccc1,benzylmethylammonium propionate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
