setid,"Solvent: MolaLity of 1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YjkMX,0.2002,0.292,298.2,87,1007.1,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2002,0.3421,298.2,87,1008.62,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2002,0.3976,298.2,87,1010.28,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0,298.2,87,998.69,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.1019,298.2,87,1001.8,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.1491,298.2,87,1003.23,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.201,298.2,87,1004.8,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.242,298.2,87,1006.04,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.2969,298.2,87,1007.7,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.3476,298.2,87,1009.24,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
YjkMX,0.2989,0.4029,298.2,87,1010.9,Shekaari et al. (2019b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABZCkl,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.CCCCCCCCn1cc[n+](C)c1,1-octyl-3-methyl-1H-imidazol-3-ium 2-(4-isobutylphenyl)propanoate,AADYJk,O,water
