setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VPbFo,298.15,0.01096,100,997.28,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01199,100,997.302,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01299,100,997.324,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01398,100,997.343,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01503,100,997.363,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01596,100,997.376,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.01802,100,997.408,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.02001,100,997.435,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.02494,100,997.505,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.02994,100,997.58,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.03501,100,997.647,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.03995,100,997.712,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.04505,100,997.78,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.04973,100,997.845,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.05498,100,997.923,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,298.15,0.06001,100,997.992,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0,100,995.649,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.00608,100,995.77,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.00707,100,995.79,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.00796,100,995.807,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.00897,100,995.827,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.00999,100,995.847,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01096,100,995.866,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01199,100,995.886,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01299,100,995.905,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01398,100,995.923,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01503,100,995.942,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01596,100,995.956,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.01802,100,995.986,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.02001,100,996.013,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.02494,100,996.077,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.02994,100,996.147,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.03501,100,996.212,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.03995,100,996.271,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.04505,100,996.336,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.04973,100,996.396,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.05498,100,996.47,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,303.15,0.06001,100,996.535,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0,100,994.034,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.00608,100,994.144,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.00707,100,994.162,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.00796,100,994.178,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.00897,100,994.196,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.00999,100,994.214,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01096,100,994.232,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01199,100,994.25,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01299,100,994.268,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01398,100,994.286,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01503,100,994.304,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01596,100,994.32,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.01802,100,994.345,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.02001,100,994.37,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.02494,100,994.432,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.02994,100,994.498,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.03501,100,994.557,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.03995,100,994.615,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.04505,100,994.675,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.04973,100,994.733,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.05498,100,994.801,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,308.15,0.06001,100,994.86,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0,100,992.216,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.00608,100,992.319,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.00707,100,992.336,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.00796,100,992.35,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.00897,100,992.367,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.00999,100,992.383,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01096,100,992.399,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01199,100,992.416,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01299,100,992.432,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01398,100,992.448,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01503,100,992.466,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01596,100,992.48,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.01802,100,992.506,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.02001,100,992.532,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.02494,100,992.587,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.02994,100,992.647,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.03501,100,992.706,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.03995,100,992.76,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.04505,100,992.817,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.04973,100,992.871,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.05498,100,992.935,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,313.15,0.06001,100,992.993,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0,100,990.212,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.00608,100,990.306,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.00707,100,990.321,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.00796,100,990.334,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.00897,100,990.349,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.00999,100,990.364,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01096,100,990.379,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01199,100,990.394,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01299,100,990.409,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01398,100,990.424,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01503,100,990.44,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01596,100,990.454,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.01802,100,990.48,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.02001,100,990.503,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.02494,100,990.558,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.02994,100,990.616,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.03501,100,990.671,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.03995,100,990.721,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.04505,100,990.774,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.04973,100,990.824,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
VPbFo,318.15,0.05498,100,990.883,Zhang et al. (2013d),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
