setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
frecs,298.15,0.1935,101.3,1236.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.299,101.3,1286.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.4011,101.3,1320.8,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.4954,101.3,1345.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.5974,101.3,1366.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.6988,101.3,1383,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.7987,101.3,1396.8,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,0.9,101.3,1408.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,298.15,1,101.3,1418.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0,101.3,1056.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.0976,101.3,1164.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.1935,101.3,1231.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.299,101.3,1281.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.4011,101.3,1315.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.4954,101.3,1340.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.5974,101.3,1361.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.6988,101.3,1378.3,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.7987,101.3,1392.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,0.9,101.3,1403.9,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,303.15,1,101.3,1413.9,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0,101.3,1049.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.0976,101.3,1158.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.1935,101.3,1225.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.299,101.3,1275.9,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.4011,101.3,1310.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.4954,101.3,1335.3,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.5974,101.3,1356.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.6988,101.3,1373.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.7987,101.3,1387.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,0.9,101.3,1399.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,308.15,1,101.3,1409.3,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0,101.3,1043.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.0976,101.3,1152.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.1935,101.3,1220.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.299,101.3,1270.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.4011,101.3,1305.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.4954,101.3,1330.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.5974,101.3,1351.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.6988,101.3,1368.8,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.7987,101.3,1382.7,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,0.9,101.3,1394.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,313.15,1,101.3,1404.8,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0,101.3,1036.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.0976,101.3,1146.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.1935,101.3,1214.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.299,101.3,1265.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.4011,101.3,1300.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.4954,101.3,1325.5,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.5974,101.3,1346.9,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.6988,101.3,1364,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.7987,101.3,1378.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,0.9,101.3,1390,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,318.15,1,101.3,1400.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0,101.3,1029.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.0976,101.3,1140.2,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.1935,101.3,1209,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.299,101.3,1260.3,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.4011,101.3,1295.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.4954,101.3,1320.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.5974,101.3,1342.1,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.6988,101.3,1359.3,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.7987,101.3,1373.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,0.9,101.3,1385.4,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
frecs,323.15,1,101.3,1395.6,Mou et al. (2019),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AARQqy,COC(=O)OC,dimethyl carbonate,,,
