setid,"Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of L-isoleucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
unRrD,0.0301,0.0278,293.15,100,1001.11,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0278,298.15,100,999.909,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0278,303.15,100,998.477,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0278,308.15,100,996.827,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0278,313.15,100,994.95,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0459,293.15,100,1001.59,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0459,298.15,100,1000.38,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0459,303.15,100,998.948,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0459,308.15,100,997.296,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0459,313.15,100,995.418,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0524,293.15,100,1001.75,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0524,298.15,100,1000.55,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0524,303.15,100,999.115,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0524,308.15,100,997.463,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0524,313.15,100,995.586,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0869,293.15,100,1002.64,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0869,298.15,100,1001.43,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0869,303.15,100,999.996,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0869,308.15,100,998.339,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0869,313.15,100,996.462,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0936,293.15,100,1002.81,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0936,298.15,100,1001.6,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0936,303.15,100,1000.16,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0936,308.15,100,998.507,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.0936,313.15,100,996.631,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.1232,293.15,100,1003.55,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.1232,298.15,100,1002.33,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.1232,303.15,100,1000.9,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.1232,308.15,100,999.241,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0301,0.1232,313.15,100,997.365,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0,293.15,100,1001.65,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0,298.15,100,1000.46,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0,303.15,100,999.042,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0,308.15,100,997.361,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0,313.15,100,995.497,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0232,293.15,100,1002.28,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0232,298.15,100,1001.07,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0232,303.15,100,999.661,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0232,308.15,100,997.977,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0232,313.15,100,996.113,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0421,293.15,100,1002.78,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0421,298.15,100,1001.57,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0421,303.15,100,1000.16,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0421,308.15,100,998.473,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0421,313.15,100,996.61,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0589,293.15,100,1003.22,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0589,298.15,100,1002.01,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0589,303.15,100,1000.6,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0589,308.15,100,998.909,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
unRrD,0.0503,0.0589,313.15,100,997.046,Syal et al. (2021),Density,Liquid,AAZLkQ,CC[C@H](C)[C@H](N)C(=O)O,L-isoleucine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
