setid,"Temperature, K",Mole fraction of 1-propylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nEMFy,293.15,0.6695,99,1237.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,0.7309,99,1241.4,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,0.7771,99,1244.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,0.8395,99,1247.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,0.9054,99,1251.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,0.9633,99,1254.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,293.15,1,99,1256.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0,99,995.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.0185,99,1030.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.0287,99,1046.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.0466,99,1068.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.0766,99,1097.8,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.0964,99,1112.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.2011,99,1161.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.2858,99,1184.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.3993,99,1203.8,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.4979,99,1215.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.5772,99,1223.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.6015,99,1225,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.6695,99,1230,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.7309,99,1233.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.7771,99,1236.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.8395,99,1240.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.9054,99,1243.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,0.9633,99,1247.3,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,303.15,1,99,1249.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0,99,992.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.0185,99,1026,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.0287,99,1041.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.0466,99,1063.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.0766,99,1091.4,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.0964,99,1105.8,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.2011,99,1154.3,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.2858,99,1176.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.3993,99,1196.3,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.4979,99,1208.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.5772,99,1215.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.6015,99,1217.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.6695,99,1222.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.7309,99,1226.5,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.7771,99,1229.4,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.8395,99,1232.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.9054,99,1236.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,0.9633,99,1240.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,313.15,1,99,1242.4,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0,99,988,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.0185,99,1020.8,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.0287,99,1035.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.0466,99,1057,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.0766,99,1084.7,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.0964,99,1098.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.2011,99,1146.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.2858,99,1169.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.3993,99,1189,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.4979,99,1200.9,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.5772,99,1208.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.6015,99,1210.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.6695,99,1215.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.7309,99,1219.2,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.7771,99,1222.1,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.8395,99,1225.8,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.9054,99,1229.6,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,0.9633,99,1233,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
nEMFy,323.15,1,99,1235.3,Anton et al. (2016),Density,Liquid,AADYJk,O,water,AAoJgc,CCC[n+]1ccccc1.F[B-](F)(F)F,1-propylpyridinium tetrafluoroborate,,,
