setid,"Temperature, K","Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of thiamine hydrochloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GAqor,293.15,0.05,0.04597,100,1005.96,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.05,0.05998,100,1007.32,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.05,0.07498,100,1008.76,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.05,0.08997,100,1010.2,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.05,0.10504,100,1011.61,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0,100,1004.12,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.01492,100,1005.59,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.02995,100,1007.05,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.04496,100,1008.49,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.06006,100,1009.94,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.07503,100,1011.35,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.09005,100,1012.76,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.1,0.10509,100,1014.16,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0,100,1006.7,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.01502,100,1008.16,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.0301,100,1009.61,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.04497,100,1011.03,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.06009,100,1012.46,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.07504,100,1013.86,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.08998,100,1015.25,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,293.15,0.15,0.10505,100,1016.63,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0,100,997.06,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.01496,100,998.56,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.02997,100,1000.05,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.04498,100,1001.54,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.06002,100,1003.01,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.07504,100,1004.47,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.09005,100,1005.92,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0,0.10502,100,1007.35,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0,100,1000.13,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.01494,100,1001.61,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.02998,100,1003.08,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.04597,100,1004.64,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.05998,100,1005.99,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.07498,100,1007.43,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.08997,100,1008.85,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.05,0.10504,100,1010.27,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0,100,1002.76,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.01492,100,1004.22,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.02995,100,1005.68,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.04496,100,1007.12,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.06006,100,1008.55,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.07503,100,1009.97,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.09005,100,1011.37,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.1,0.10509,100,1012.76,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0,100,1005.31,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.01502,100,1006.77,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.0301,100,1008.21,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.04497,100,1009.62,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.06009,100,1011.05,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.07504,100,1012.44,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.08998,100,1013.83,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,298.15,0.15,0.10505,100,1015.21,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0,100,995.64,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.01496,100,997.14,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.02997,100,998.63,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.04498,100,1000.11,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.06002,100,1001.58,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.07504,100,1003.03,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.09005,100,1004.48,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0,0.10502,100,1005.9,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0,100,998.68,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.01494,100,1000.16,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.02998,100,1001.63,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.04597,100,1003.18,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.05998,100,1004.53,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.07498,100,1005.97,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,303.15,0.05,0.08997,100,1007.4,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
