setid,"Temperature, K","Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of thiamine hydrochloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GAqor,313.15,0.15,0.08998,100,1007.35,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,313.15,0.15,0.10505,100,1008.72,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0,100,990.21,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.01496,100,991.7,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.02997,100,993.18,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.04498,100,994.61,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.06002,100,996.11,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.07504,100,997.56,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.09005,100,998.99,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0,0.10502,100,1000.41,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0,100,993.09,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.01494,100,994.55,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.02998,100,996.01,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.04597,100,997.56,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.05998,100,998.89,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.07498,100,1000.32,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.08997,100,1001.7,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.05,0.10504,100,1003.13,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0,100,993.79,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.01492,100,995.24,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.02995,100,996.68,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.04496,100,998.11,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.06006,100,999.53,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.07503,100,1000.92,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.09005,100,1002.31,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.1,0.10509,100,1003.69,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0,100,996.02,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.01502,100,997.46,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.0301,100,998.89,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.04497,100,1000.28,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.06009,100,1001.69,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.07504,100,1003.07,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.08998,100,1004.44,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
GAqor,318.15,0.15,0.10505,100,1005.8,Richu et al. (2021),Density,Liquid,ABMsYK,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],thiamine hydrochloride,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
