setid,"Temperature, K","Solvent: MolaLity of N,N-dimethylbenzylammonium acetate, mol/kg","MolaLity of D-(+)-maltose monohydrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EkOZJ,308.15,0,0.11714,101,1009,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0,0.16144,101,1014.43,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.05009,101,1001.34,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.06292,101,1002.94,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.08558,101,1005.73,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.09276,101,1006.61,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.12046,101,1009.96,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.05,0.13449,101,1011.65,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.04836,101,1002.02,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.07442,101,1005.28,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.09088,101,1007.32,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.10746,101,1009.35,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.13488,101,1012.68,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.1,0.15469,101,1015.05,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.04096,101,1001.8,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.07588,101,1006.19,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.09222,101,1008.22,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.10025,101,1009.21,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.11246,101,1010.71,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.15,0.1556,101,1015.93,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.05739,101,1004.87,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.07539,101,1007.14,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.0892,101,1008.87,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.1039,101,1010.7,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.12952,101,1013.86,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,308.15,0.2,0.14819,101,1016.13,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.04928,101,996.572,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.08226,101,1000.72,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.08926,101,1001.59,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.10447,101,1003.48,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.11714,101,1005.04,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0,0.16144,101,1010.41,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.05009,101,997.324,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.06292,101,998.898,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.08558,101,1001.65,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.09276,101,1002.52,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.12046,101,1005.84,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.05,0.13449,101,1007.5,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.04836,101,998.025,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.07442,101,1001.24,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.09088,101,1003.25,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.10746,101,1005.25,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.13488,101,1008.53,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.1,0.15469,101,1010.88,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.04096,101,997.853,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.07588,101,1002.2,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.09222,101,1004.2,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.10025,101,1005.18,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.11246,101,1006.67,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.15,0.1556,101,1011.84,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.05739,101,1000.75,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.07539,101,1003,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.0892,101,1004.71,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.1039,101,1006.51,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.12952,101,1009.63,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
EkOZJ,318.15,0.2,0.14819,101,1011.87,Singh et al. (2015d),Density,Liquid,ABRPhK,O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,D-(+)-maltose monohydrate,AADYJk,O,water,AAlcfh,CC(=O)[O-].C[NH+](C)Cc1ccccc1,"N,N-dimethylbenzylammonium acetate"
