setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rsHQi,50000,298.15,0.0021819,1026.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.00365117,1031.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.00483704,1035.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.0096747,1050.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.0148334,1066,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.0227977,1086.6,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.0287333,1100,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,0.0382854,1118.7,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,50000,298.15,1,1323.6,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0,1022.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.000186286,1023.2,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.000714929,1025.2,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.00134704,1027.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0021819,1030.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.00365117,1035.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.00483704,1039.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0096747,1054.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0148334,1069.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0227977,1090.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0287333,1103.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,0.0382854,1122.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,60000,298.15,1,1328.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0,1026.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.000186286,1027.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.000714929,1029.2,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.00134704,1031.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0021819,1034.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.00365117,1039.5,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.00483704,1043.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0096747,1058.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0148334,1073.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0227977,1094.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0287333,1107.6,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,0.0382854,1126.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,70000,298.15,1,1333.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0,1030.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.000186286,1031,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.000714929,1033.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.00134704,1035.2,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0021819,1038.2,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.00365117,1043.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.00483704,1047.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0096747,1062,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0148334,1077.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0227977,1097.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0287333,1111.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,0.0382854,1130,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,80000,298.15,1,1337.3,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0,1034.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.000186286,1034.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.000714929,1036.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.00134704,1039,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0021819,1042,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.00365117,1047.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.00483704,1050.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0096747,1065.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0148334,1081.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0227977,1101.6,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0287333,1115,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,0.0382854,1133.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,90000,298.15,1,1341.7,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0,1036,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.000186286,1036.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.000714929,1038.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.00134704,1040.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0021819,1043.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.00365117,1048.9,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.00483704,1052.8,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0096747,1067.7,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0148334,1083,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0227977,1103.4,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0287333,1117,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,0.0382854,1135.7,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
rsHQi,95000,298.15,1,1344.1,Troncoso (2021),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AADYJk,O,water,,,
