setid,"Solvent: MolaLity of N-methyl-2-oxopyrrolidinium propionate, mol/kg","Temperature, K","MolaLity of D-xylose, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SDztn,0.25,298.15,0.09915,100,1004.97,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,298.15,0.13756,100,1007.04,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,298.15,0.15007,100,1007.72,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,298.15,0.16346,100,1008.43,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,298.15,0.17813,100,1009.21,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.04012,100,998.394,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.08837,100,1001,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.09915,100,1001.57,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.13756,100,1003.61,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.15007,100,1004.26,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.16346,100,1004.96,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,308.15,0.17813,100,1005.72,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.04012,100,994.224,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.08837,100,996.799,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.09915,100,997.37,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.13756,100,999.39,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.15007,100,1000.04,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.16346,100,1000.74,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
SDztn,0.25,318.15,0.17813,100,1001.49,Singh et al. (2016b),Density,Liquid,AActJI,OC1OC[C@@H](O)[C@H](O)[C@H]1O,D-xylose,AADYJk,O,water,AAhQWv,CCC(=O)[O-].C[N+]=1CCCC1O,N-methyl-2-oxopyrrolidinium propionate
