setid,"Solvent: MolaLity of 1-octylpyridinium bromide, mol/kg","MolaLity of L-valine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zBWvl,0.05,0.1012,293.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1012,298.15,100,1002,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1012,303.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,278.15,100,1005.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,283.15,100,1005.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,288.15,100,1004.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,293.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,298.15,100,1002.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1155,303.15,100,1000.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,278.15,100,1006,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,283.15,100,1005.7,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,288.15,100,1005,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,293.15,100,1003.9,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,298.15,100,1002.8,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1288,303.15,100,1001.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,278.15,100,1006.5,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,283.15,100,1006.1,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,288.15,100,1005.4,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,293.15,100,1004.3,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,298.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
zBWvl,0.05,0.1454,303.15,100,1001.6,Yan et al. (2020),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
