setid,"Solvent: MolaLity of 1-ethyl-3-methylimidazolium hydrogen sulfate, mol/kg","MolaLity of L-valine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lEWTH,0,0.0403,303.15,100,996.719,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0403,308.15,100,995.107,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0403,313.15,100,993.257,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0606,293.15,100,999.836,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0606,298.15,100,998.654,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0606,303.15,100,997.246,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0606,308.15,100,995.629,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0606,313.15,100,993.775,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0804,293.15,100,1000.35,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0804,298.15,100,999.166,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0804,303.15,100,997.755,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0804,308.15,100,996.133,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0804,313.15,100,994.275,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0997,293.15,100,1000.85,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0997,298.15,100,999.663,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0997,303.15,100,998.247,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0997,308.15,100,996.62,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.0997,313.15,100,994.759,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1249,293.15,100,1001.49,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1249,298.15,100,1000.3,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1249,303.15,100,998.883,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1249,308.15,100,997.248,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1249,313.15,100,995.382,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1503,293.15,100,1002.13,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1503,298.15,100,1000.94,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1503,303.15,100,999.517,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1503,308.15,100,997.873,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0,0.1503,313.15,100,996.003,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0,293.15,100,1000.38,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0,298.15,100,999.178,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0,303.15,100,997.745,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0,308.15,100,996.098,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0,313.15,100,994.22,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0216,293.15,100,1000.98,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0216,298.15,100,999.769,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0216,303.15,100,998.329,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0216,308.15,100,996.676,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0216,313.15,100,994.79,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0422,293.15,100,1001.56,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0422,298.15,100,1000.33,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0422,303.15,100,998.881,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0422,308.15,100,997.223,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0422,313.15,100,995.328,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0598,293.15,100,1002.04,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0598,298.15,100,1000.8,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0598,303.15,100,999.348,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0598,308.15,100,997.685,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0598,313.15,100,995.784,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0816,293.15,100,1002.64,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0816,298.15,100,1001.38,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0816,303.15,100,999.922,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0816,308.15,100,998.253,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0816,313.15,100,996.344,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0992,293.15,100,1003.12,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0992,298.15,100,1001.85,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0992,303.15,100,1000.38,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0992,308.15,100,998.707,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.0992,313.15,100,996.791,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.1244,293.15,100,1003.8,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.1244,298.15,100,1002.51,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.1244,303.15,100,1001.03,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.1244,308.15,100,999.35,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0301,0.1244,313.15,100,997.424,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0,293.15,100,1001.65,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0,298.15,100,1000.46,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0,303.15,100,999.042,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0,308.15,100,997.361,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0,313.15,100,995.497,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0202,293.15,100,1002.23,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0202,298.15,100,1001.02,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0202,303.15,100,999.595,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0202,308.15,100,997.908,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0202,313.15,100,996.036,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0412,293.15,100,1002.82,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0412,298.15,100,1001.59,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0412,303.15,100,1000.16,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0412,308.15,100,998.472,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0412,313.15,100,996.592,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0599,293.15,100,1003.35,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0599,298.15,100,1002.1,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0599,303.15,100,1000.67,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
lEWTH,0.0503,0.0599,308.15,100,998.969,Syal et al. (2021),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AAoChY,CC[n+]1ccn(C)c1.O=S(=O)([O-])O,1-ethyl-3-methylimidazolium hydrogen sulfate,AADYJk,O,water
