setid,"Temperature, K","MolaLity of tributylhexylphosphonium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VtymR,303.15,0,100,771.494,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.0981,100,778.363,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.2003,100,785.073,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.2967,100,791.047,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.4,100,797.085,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.4962,100,802.408,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.6001,100,807.852,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.6997,100,812.799,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.7927,100,817.204,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,0.899,100,821.993,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,303.15,1.0082,100,826.685,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0,100,766.044,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.0981,100,772.983,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.2003,100,779.764,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.2967,100,785.772,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.4,100,791.862,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.4962,100,797.253,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.6001,100,802.766,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.6997,100,807.752,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.7927,100,812.16,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,0.899,100,817.021,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,308.15,1.0082,100,821.762,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0,100,760.554,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.0981,100,767.567,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.2003,100,774.415,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.2967,100,780.501,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.4,100,786.65,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.4962,100,792.076,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.6001,100,797.635,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.6997,100,802.684,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.7927,100,807.195,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,0.899,100,812.084,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,313.15,1.0082,100,816.846,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0,100,755.025,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.0981,100,762.107,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.2003,100,769.028,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.2967,100,775.178,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.4,100,781.399,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.4962,100,786.873,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.6001,100,792.5,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.6997,100,797.589,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.7927,100,802.152,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,0.899,100,807.095,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,318.15,1.0082,100,811.914,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0,100,749.462,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.0981,100,756.611,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.2003,100,763.594,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.2967,100,769.805,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.4,100,776.095,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.4962,100,781.632,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.6001,100,787.294,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.6997,100,792.458,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.7927,100,797.059,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,0.899,100,802.048,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
VtymR,323.15,1.0082,100,806.935,Xu et al. (2021a),Density,Liquid,ABTysK,CCCCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tributylhexylphosphonium tetrafluoroborate,AAHueB,CC#N,acetonitrile,,,
