setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Solvent: Mole ratio of acetic acid to other component of binary solvent,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qplrS,328.15,1,100,2,1216.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0,100,2,1065.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.1,100,2,1087.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.2,100,2,1099.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.3,100,2,1111.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.4,100,2,1128.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.5,100,2,1140.7,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.6,100,2,1152.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.7,100,2,1168.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.8,100,2,1180.4,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,0.9,100,2,1195.9,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,333.15,1,100,2,1213.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0,100,2,1061.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.1,100,2,1084,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.2,100,2,1096,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.3,100,2,1107.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.4,100,2,1124.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.5,100,2,1137.1,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.6,100,2,1149,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.7,100,2,1164.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.8,100,2,1177,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,0.9,100,2,1192.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,338.15,1,100,2,1209.9,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0,100,2,1057.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.1,100,2,1080.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.2,100,2,1092.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.3,100,2,1103.8,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.4,100,2,1121,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.5,100,2,1133.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.6,100,2,1145.5,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.7,100,2,1161.3,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.8,100,2,1173.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,0.9,100,2,1189.2,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
qplrS,343.15,1,100,2,1206.6,Christabel et al. (2020),Density,Liquid,AAasxG,C[N+](C)(C)CCO.[Cl-],choline chloride,AALcAl,CC(=O)O,acetic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
