setid,Mole fraction of ethylammonium nitrate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dZlHF,0.2368,318.1,101.3,985.4,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.3472,298.1,101.3,1030.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.3472,308.1,101.3,1021.5,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.3472,318.1,101.3,1015.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.4528,298.1,101.3,1059.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.4528,308.1,101.3,1050.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.4528,318.1,101.3,1043.5,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.5538,298.1,101.3,1086,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.5538,308.1,101.3,1078.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.5538,318.1,101.3,1070.4,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.6506,298.1,101.3,1110.5,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.6506,308.1,101.3,1103.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.6506,318.1,101.3,1096.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.7433,298.1,101.3,1134.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.7433,308.1,101.3,1127.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.7433,318.1,101.3,1120.9,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.8323,298.1,101.3,1158,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.8323,308.1,101.3,1151.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.8323,318.1,101.3,1145.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.9178,298.1,101.3,1181.5,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.9178,308.1,101.3,1175.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,0.9178,318.1,101.3,1170,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,1,298.1,101.3,1209.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,1,308.1,101.3,1202.9,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
dZlHF,1,318.1,101.3,1196.8,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
