setid,Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KoAND,0.145,343.15,96.7,966.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.145,348.15,96.7,962.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.145,353.15,96.7,958.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,303.15,96.7,1013.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,308.15,96.7,1009.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,313.15,96.7,1006,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,318.15,96.7,1002.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,323.15,96.7,998.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,328.15,96.7,994.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,333.15,96.7,991.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,338.15,96.7,987.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,343.15,96.7,983.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,348.15,96.7,980.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.281,353.15,96.7,976.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,303.15,96.7,1019.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,308.15,96.7,1015.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,313.15,96.7,1012.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,318.15,96.7,1008.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,323.15,96.7,1005.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,328.15,96.7,1001.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,333.15,96.7,998.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,338.15,96.7,994.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,343.15,96.7,991.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,348.15,96.7,988,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.369,353.15,96.7,984.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,303.15,96.7,1025,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,308.15,96.7,1021.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,313.15,96.7,1018.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,318.15,96.7,1015.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,323.15,96.7,1011.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,328.15,96.7,1008.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,333.15,96.7,1005.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,338.15,96.7,1002.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,343.15,96.7,998.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,348.15,96.7,995.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.477,353.15,96.7,992.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,303.15,96.7,1029.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,308.15,96.7,1025.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,313.15,96.7,1022.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,318.15,96.7,1019.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,323.15,96.7,1016.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,328.15,96.7,1013.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,333.15,96.7,1010.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,338.15,96.7,1007.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,343.15,96.7,1004.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,348.15,96.7,1001.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.608,353.15,96.7,998.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,303.15,96.7,1033.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,308.15,96.7,1030.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,313.15,96.7,1027.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,318.15,96.7,1024.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,323.15,96.7,1021.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,328.15,96.7,1018.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,333.15,96.7,1015.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,338.15,96.7,1012.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,343.15,96.7,1009.5,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,348.15,96.7,1006.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.778,353.15,96.7,1003.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,303.15,96.7,1034.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,308.15,96.7,1031.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,313.15,96.7,1028.7,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,318.15,96.7,1025.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,323.15,96.7,1023,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,328.15,96.7,1020.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,333.15,96.7,1017.3,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,338.15,96.7,1014.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,343.15,96.7,1011.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,348.15,96.7,1008.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,0.877,353.15,96.7,1006,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,303.15,96.7,1036.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,308.15,96.7,1033.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,313.15,96.7,1030.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,318.15,96.7,1027.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,323.15,96.7,1024.8,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,328.15,96.7,1021.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,333.15,96.7,1019.1,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,338.15,96.7,1016.4,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,343.15,96.7,1013.6,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,348.15,96.7,1010.9,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
KoAND,1,353.15,96.7,1008.2,Yang et al. (2017c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
