setid,"Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Temperature, K","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PUPKo,0.03,303.15,0.601,100,1030,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.694,100,1035.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.797,100,1040.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.894,100,1046.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,303.15,0.992,100,1051.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0,100,995.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.1008,100,1000.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.1991,100,1006.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.2977,100,1011.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.3985,100,1017.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.5002,100,1022.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.601,100,1028.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.694,100,1033.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.797,100,1039.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.894,100,1044.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.03,308.15,0.992,100,1049.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0,100,1001.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.0999,100,1006.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.1977,100,1012.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.3009,100,1017.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.4005,100,1023.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.497,100,1028.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.584,100,1033.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.697,100,1039.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.796,100,1044.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.908,100,1050.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,288.15,0.998,100,1055.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0,100,1000.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.0999,100,1006,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.1977,100,1011.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.3009,100,1016.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.4005,100,1022.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.497,100,1027.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.584,100,1032.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.697,100,1038.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.796,100,1043.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.908,100,1049.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,293.15,0.998,100,1054.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0,100,999.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.0999,100,1004.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.1977,100,1010,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.3009,100,1015.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.4005,100,1021,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.497,100,1026.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.584,100,1030.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.697,100,1037.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.796,100,1042.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.908,100,1048.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,298.15,0.998,100,1053.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0,100,997.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.0999,100,1003.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.1977,100,1008.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.3009,100,1014.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.4005,100,1019.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.497,100,1024.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.584,100,1029.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.697,100,1035.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.796,100,1041,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.908,100,1047,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,303.15,0.998,100,1051.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0,100,996.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.0999,100,1002.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.1977,100,1007.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.3009,100,1013.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.4005,100,1018.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.497,100,1023.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.584,100,1028.4,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.697,100,1034.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.796,100,1039.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.908,100,1045.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.05,308.15,0.998,100,1050.7,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0,100,1002.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.1,100,1007.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.2025,100,1013.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.3007,100,1018.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.4014,100,1023.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.4907,100,1028.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.594,100,1034.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.69,100,1039.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.801,100,1045.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.967,100,1053.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,288.15,0.991,100,1055.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0,100,1001.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.1,100,1006.8,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.2025,100,1012.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.3007,100,1017.5,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.4014,100,1022.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.4907,100,1027.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.594,100,1033.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.69,100,1038.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.801,100,1044.1,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.967,100,1052.9,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,293.15,0.991,100,1054.2,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0,100,1000.3,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.1,100,1005.6,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
PUPKo,0.07,298.15,0.2025,100,1011,Kumar and Sharma (2021a),Density,Liquid,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
