setid,"Temperature, K",Mole fraction of ethylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iaFVf,313.15,0.0501,100,1042.4,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.1105,100,1076.6,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.2111,100,1120.1,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.3224,100,1144.1,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.421,100,1159.1,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.53,100,1170,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.6318,100,1178.4,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.7403,100,1183.9,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,0.8912,100,1187.8,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,313.15,1,100,1192.2,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0,100,994.4,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.0501,100,1039.9,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.1105,100,1073.5,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.2111,100,1116.5,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.3224,100,1140.5,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.421,100,1155.7,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.53,100,1166.9,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.6318,100,1175.4,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.7403,100,1181,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,0.8912,100,1184.7,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
iaFVf,318.15,1,100,1188.8,Zarrougui et al. (2015),Density,Liquid,AADYJk,O,water,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,,,
