setid,"Temperature, K","MolaLity of 1-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MBBLw,283.15,0,101.3,814.45,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.00558,101.3,814.74,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.01619,101.3,815.24,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.02672,101.3,815.74,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.03034,101.3,815.88,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.04067,101.3,816.35,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.04867,101.3,816.65,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.0606,101.3,817.12,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.07524,101.3,817.68,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,283.15,0.10115,101.3,818.6,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0,101.3,810.5,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.00558,101.3,810.79,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.01619,101.3,811.29,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.02672,101.3,811.76,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.03034,101.3,811.94,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.04067,101.3,812.33,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.04867,101.3,812.68,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.0606,101.3,813.15,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.07524,101.3,813.7,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,288.15,0.10115,101.3,814.61,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0,101.3,806.47,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.00558,101.3,806.76,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.01619,101.3,807.28,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.02672,101.3,807.77,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.03034,101.3,807.95,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.04067,101.3,808.36,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.04867,101.3,808.73,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.0606,101.3,809.23,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.07524,101.3,809.83,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,293.15,0.10115,101.3,810.83,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0,101.3,802.35,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.00558,101.3,802.64,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.01619,101.3,803.14,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.02672,101.3,803.62,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.03034,101.3,803.78,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.04067,101.3,804.23,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.04867,101.3,804.56,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.0606,101.3,805.05,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.07524,101.3,805.62,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,298.15,0.10115,101.3,806.57,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0,101.3,798.16,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.00558,101.3,798.45,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.01619,101.3,798.94,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.02672,101.3,799.44,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.03034,101.3,799.6,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.04067,101.3,800.05,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.04867,101.3,800.39,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.0606,101.3,800.88,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.07524,101.3,801.46,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,303.15,0.10115,101.3,802.43,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0,101.3,793.87,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.00558,101.3,794.15,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.01619,101.3,794.68,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.02672,101.3,795.15,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.03034,101.3,795.31,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.04067,101.3,795.76,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.04867,101.3,796.1,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.0606,101.3,796.59,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.07524,101.3,797.17,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,308.15,0.10115,101.3,798.14,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0,101.3,789.49,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.00558,101.3,789.77,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.01619,101.3,790.29,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.02672,101.3,790.77,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.03034,101.3,790.93,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.04067,101.3,791.39,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.04867,101.3,791.73,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.0606,101.3,792.22,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.07524,101.3,792.81,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
MBBLw,313.15,0.10115,101.3,793.8,Tomas et al. (2023),Density,Liquid,AAWpNY,Cn1cc[nH+]c1.[Cl-],1-methylimidazolium chloride,AAONLE,CCC(C)O,butan-2-ol,,,
