setid,Weight fraction of 1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
eyBHW,0.25,298.15,101,1187.2,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,308.15,101,1177.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,318.15,101,1167.8,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,328.15,101,1158.2,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,338.15,101,1148.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,348.15,101,1138.8,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.25,358.15,101,1129.2,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,278.15,101,1277.1,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,288.15,101,1267.4,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,298.15,101,1257.8,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,308.15,101,1248.1,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,318.15,101,1238.6,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,328.15,101,1229.1,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,338.15,101,1219.6,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,348.15,101,1210.1,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.5,358.15,101,1200.7,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,278.15,101,1345.4,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,288.15,101,1335.9,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,298.15,101,1326.3,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,308.15,101,1316.9,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,318.15,101,1307.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,328.15,101,1298.9,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,338.15,101,1288.9,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,348.15,101,1279.6,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,0.75,358.15,101,1270.4,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,278.15,101,1445.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,288.15,101,1436.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,298.15,101,1427.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,308.15,101,1418.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,318.15,101,1409.6,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,328.15,101,1400.7,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,338.15,101,1391.9,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,348.15,101,1382.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
eyBHW,1,358.15,101,1374.5,Garca-Garabal et al. (2022),Density,Liquid,ABabds,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,,,
