setid,"Temperature, K","MolaLity of benzyldimethylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ApyZs,313.15,0.12514,101.3,993.54,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,313.15,0.14792,101.3,993.782,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,313.15,0.1975,101.3,994.296,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,313.15,0.23486,101.3,994.677,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.04096,101.3,990.641,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.08786,101.3,991.1,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.12514,101.3,991.464,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.14792,101.3,991.694,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.1975,101.3,992.174,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
ApyZs,318.15,0.23486,101.3,992.534,Keshapolla et al. (2015),Density,Liquid,AADYJk,O,water,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,,,
