setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OHCYH,308.15,0.7,101,1195,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,308.15,0.8,101,1208,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.3,101,1124.4,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.4,101,1139.9,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.5,101,1158,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.6,101,1178,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.7,101,1191,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,313.15,0.8,101,1205,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.3,101,1120.9,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.4,101,1136.5,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.5,101,1155,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.6,101,1175,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.7,101,1188,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,318.15,0.8,101,1201,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.3,101,1117.3,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.4,101,1133,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.5,101,1151,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.6,101,1172,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.7,101,1185,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
OHCYH,323.15,0.8,101,1198,Anantharaj and Banerjee (2013),Density,Liquid,AAWvhn,c1ccc2c(c1)CCN2,indoline,AAniqB,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methanesulfonate,,,
