setid,"Temperature, K","MolaLity of sodium dodecyl sulfate, mol/kg","Pressure, kPa","Solvent: MolaLity of 2-aminoacetic acid, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lILnZ,308.15,0.00164,86,0.7,1015,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00294,86,0.7,1015.1,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00492,86,0.7,1015.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00577,86,0.7,1015.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00701,86,0.7,1015.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.00797,86,0.7,1015.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.01003,86,0.7,1015.3,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.01386,86,0.7,1015.5,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.02493,86,0.7,1015.8,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.03495,86,0.7,1016.2,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.04775,86,0.7,1016.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
lILnZ,308.15,0.08083,86,0.7,1017.6,Naderi and Sadeghi (2019),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water
