setid,"Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","MolaLity of L-leucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wcsnq,0,0.05123,298.15,100,998.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.05123,303.15,100,996.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.05123,308.15,100,995.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.07045,288.15,100,1000.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.07045,293.15,100,999.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.07045,298.15,100,998.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.07045,303.15,100,997.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.07045,308.15,100,995.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.10425,288.15,100,1001.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.10425,293.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.10425,298.15,100,999.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.10425,303.15,100,998.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.10425,308.15,100,996.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.15234,288.15,100,1002.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.15234,293.15,100,1001.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.15234,298.15,100,1000.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.15234,303.15,100,999.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.15234,308.15,100,997.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.21789,288.15,100,1004.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.21789,293.15,100,1003.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.21789,298.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.21789,303.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.21789,308.15,100,999.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.25124,288.15,100,1005.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.25124,293.15,100,1004.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.25124,298.15,100,1003,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.25124,303.15,100,1001.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.25124,308.15,100,999.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.30785,288.15,100,1006.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.30785,293.15,100,1005.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.30785,298.15,100,1004.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.30785,303.15,100,1002.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.30785,308.15,100,1001.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.35106,288.15,100,1007.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.35106,293.15,100,1006.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.35106,298.15,100,1005.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.35106,303.15,100,1003.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0,0.35106,308.15,100,1002.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0,288.15,100,999.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0,293.15,100,998.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0,298.15,100,997.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0,303.15,100,995.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0,308.15,100,994.2,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.01019,288.15,100,999.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.01019,293.15,100,998.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.01019,298.15,100,997.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.01019,303.15,100,996,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.01019,308.15,100,994.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.03047,288.15,100,1000,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.03047,293.15,100,999.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.03047,298.15,100,997.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.03047,303.15,100,996.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.03047,308.15,100,994.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.0504,288.15,100,1000.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.0504,293.15,100,999.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.0504,298.15,100,998.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.0504,303.15,100,997,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.0504,308.15,100,995.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.06969,288.15,100,1001,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.06969,293.15,100,1000,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.06969,298.15,100,998.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.06969,303.15,100,997.4,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.06969,308.15,100,995.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.10114,288.15,100,1001.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.10114,293.15,100,1000.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.10114,298.15,100,999.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.10114,303.15,100,998.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.10114,308.15,100,996.5,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.15022,288.15,100,1002.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.15022,293.15,100,1001.9,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.15022,298.15,100,1000.7,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.15022,303.15,100,999.3,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.15022,308.15,100,997.6,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.19712,288.15,100,1004,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.19712,293.15,100,1003.1,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
Wcsnq,0.005,0.19712,298.15,100,1001.8,Kumar et al. (2021d),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
