setid,"Temperature, K",Weight fraction of 1-butyl-3-methylimidazolium L-prolinate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tYfkj,303.15,0.517,100,1073.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,303.15,0.606,100,1088.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,303.15,0.691,100,1101.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,303.15,0.797,100,1107.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,303.15,0.887,100,1106.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.103,100,1005.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.142,100,1011.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.188,100,1019,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.267,100,1032,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.359,100,1047.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.446,100,1060.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.517,100,1071.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.606,100,1086.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.691,100,1098.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.797,100,1104.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,308.15,0.887,100,1103.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.103,100,1003.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.142,100,1008.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.188,100,1015.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.267,100,1028.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.359,100,1043.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.446,100,1055.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.517,100,1068.6,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.606,100,1081.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.691,100,1094.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.797,100,1100.5,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,313.15,0.887,100,1100.3,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.103,100,1000.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.142,100,1005.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.188,100,1012.4,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.267,100,1025.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.359,100,1039.9,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.446,100,1053.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.517,100,1065.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.606,100,1078.1,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.691,100,1090.8,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.797,100,1096.7,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
tYfkj,318.15,0.887,100,1097.2,Alopina et al. (2018),Density,Liquid,AADYJk,O,water,AAwlNN,CCCC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,1-butyl-3-methylimidazolium L-prolinate,,,
