setid,"Mole fraction of N,N-diethylethanolammonium hydrogen dihexanoate","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZaiEt,0,328.15,101,1140.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,333.15,101,1137.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,338.15,101,1134.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,343.15,101,1130.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,348.15,101,1127.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,353.15,101,1124.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,358.15,101,1121.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,363.15,101,1118,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,368.15,101,1114.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0,373.15,101,1111.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,278.15,101,1150.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,283.15,101,1146.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,288.15,101,1143.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,293.15,101,1139.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,298.15,101,1136.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,303.15,101,1132.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,308.15,101,1129.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,313.15,101,1126,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,318.15,101,1122.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,323.15,101,1119.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,328.15,101,1116,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,333.15,101,1112.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,338.15,101,1109.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,343.15,101,1106,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,348.15,101,1102.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,353.15,101,1099.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,358.15,101,1096,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,363.15,101,1092.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,368.15,101,1089.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.0684,373.15,101,1086,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,278.15,101,1126.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,283.15,101,1122.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,288.15,101,1118.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,293.15,101,1115.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,298.15,101,1111.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,303.15,101,1108.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,308.15,101,1104.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,313.15,101,1101.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,318.15,101,1097.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,323.15,101,1094.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,328.15,101,1090.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,333.15,101,1087.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,338.15,101,1084.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,343.15,101,1080.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,348.15,101,1077.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,353.15,101,1073.9,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,358.15,101,1070.5,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,363.15,101,1067.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,368.15,101,1063.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.1429,373.15,101,1060.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,278.15,101,1103.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,283.15,101,1100,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,288.15,101,1096.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,293.15,101,1092.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,298.15,101,1089,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,303.15,101,1085.4,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,308.15,101,1081.8,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,313.15,101,1078.3,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,318.15,101,1074.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,323.15,101,1071.2,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,328.15,101,1067.7,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,333.15,101,1064.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,338.15,101,1060.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,343.15,101,1057.1,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
ZaiEt,0.2213,348.15,101,1053.6,Martins et al. (2020),Density,Liquid,ABPLno,CCCCCC(=O)O.CCCCCC(=O)[O-].CC[NH+](CC)CCO,"N,N-diethylethanolammonium hydrogen dihexanoate",AAyqGc,CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium dimethylphosphate,,,
