setid,"Temperature, K","MolaLity of 1-(carboxymethyl)-3-propylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
sLDLP,298.15,7.7681,101,1147.15,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,0.0302,101,997.01,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,0.0505,101,998,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,0.1021,101,1000.1,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,0.2084,101,1004.64,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,0.5569,101,1018.22,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,1.2573,101,1041.75,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,2.1655,101,1066.6,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,3.3857,101,1091.97,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,5.1141,101,1117.73,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
sLDLP,303.15,7.7681,101,1143.97,Sun et al. (2014a),Density,Liquid,AADYJk,O,water,AAnSxn,CCCn1cc[n+](CC(=O)O)c1.[Cl-],1-(carboxymethyl)-3-propylimidazolium chloride,,,
