setid,"Temperature, K",Mole fraction of diethylmethylammonium methanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QPmIq,298.15,0.5018,100,1131.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,298.15,0.5783,100,1133.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,298.15,0.6771,100,1134.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,298.15,0.7782,100,1135.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.0155,100,1014.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.0356,100,1034.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.0571,100,1052.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.0757,100,1064.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.0967,100,1076.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.1234,100,1087.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.1582,100,1097.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.206,100,1108.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.3246,100,1121,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.4263,100,1126.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.5018,100,1128.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.5783,100,1129.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.6771,100,1131.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,303.15,0.7782,100,1132.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.0155,100,1013,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.0356,100,1032.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.0571,100,1049.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.0757,100,1061.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.0967,100,1073.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.1234,100,1084.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.1582,100,1094.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.206,100,1105,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.3246,100,1117.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.4263,100,1122.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.5018,100,1124.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.5783,100,1126.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.6771,100,1128,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,308.15,0.7782,100,1129.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.0155,100,1011,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.0356,100,1030.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.0571,100,1047.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.0757,100,1059.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.0967,100,1070.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.1234,100,1081.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.1582,100,1091.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.206,100,1101.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.3246,100,1114.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.4263,100,1119.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.5018,100,1121.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.5783,100,1123.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.6771,100,1124.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,313.15,0.7782,100,1125.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.0155,100,1008.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.0356,100,1027.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.0571,100,1044.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.0757,100,1056.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.0967,100,1067.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.1234,100,1078.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.1582,100,1088.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.206,100,1098.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.3246,100,1111.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.4263,100,1116.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.5018,100,1118.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.5783,100,1119.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.6771,100,1121.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,318.15,0.7782,100,1122.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.0155,100,1006.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.0356,100,1025.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.0571,100,1041.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.0757,100,1053.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.0967,100,1064.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.1234,100,1075.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.1582,100,1085.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.206,100,1095.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.3246,100,1107.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.4263,100,1112.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.5018,100,1114.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.5783,100,1116.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.6771,100,1118,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,323.15,0.7782,100,1119,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.0155,100,1004,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.0356,100,1022.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.0571,100,1038.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.0757,100,1050.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.0967,100,1061.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.1234,100,1072.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.1582,100,1082,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.206,100,1092,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.3246,100,1104.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.4263,100,1109.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.5018,100,1111.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.5783,100,1113.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.6771,100,1114.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,328.15,0.7782,100,1115.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.0155,100,1001.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.0356,100,1019.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.0571,100,1036,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.0757,100,1047.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.0967,100,1058.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.1234,100,1069,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.1582,100,1078.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.206,100,1088.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.3246,100,1101.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.4263,100,1106.2,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.5018,100,1108.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.5783,100,1110,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.6771,100,1111.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,333.15,0.7782,100,1112.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.0155,100,998.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.0356,100,1017,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.0571,100,1033,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.0757,100,1044.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.0967,100,1055.6,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.1234,100,1065.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.1582,100,1075.5,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.206,100,1085.3,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.3246,100,1097.8,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.4263,100,1102.9,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.5018,100,1105,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.5783,100,1106.7,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.6771,100,1108,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,338.15,0.7782,100,1109.1,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
QPmIq,343.15,0.0155,100,996.4,Krolikowska et al. (2021a),Density,Liquid,AAjMwZ,CC[NH+](C)CC.CS(=O)(=O)[O-],diethylmethylammonium methanesulfonate,AADYJk,O,water,,,
