setid,Mole fraction of butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HSKdb,0.01,348,100,777.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,293,100,887.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,298,100,882.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,303,100,876.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,308,100,871.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,313,100,866,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,318,100,860.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,323,100,854.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,328,100,849.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,333,100,843.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,338,100,838.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,343,100,832.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.02,348,100,826.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,293,100,930.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,298,100,925.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,303,100,920,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,308,100,914.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,313,100,909.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,318,100,903.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,323,100,897.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,328,100,892.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,333,100,886.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,338,100,881.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,343,100,875.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.03,348,100,869.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,293,100,1002.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,298,100,996.7,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,303,100,991.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,308,100,986,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,313,100,980.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,318,100,975.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,323,100,969.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,328,100,964,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,333,100,958.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,338,100,953.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,343,100,947.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.05,348,100,941.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,293,100,1036.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,298,100,1030.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,303,100,1025.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,308,100,1020.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,313,100,1015,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,318,100,1009.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,323,100,1003.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,328,100,998.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,333,100,993.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,338,100,988,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,343,100,982.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.06,348,100,976.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,293,100,1062.1,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,298,100,1056.8,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,303,100,1051.4,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,308,100,1046.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,313,100,1041,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,318,100,1035.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,323,100,1029.9,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,328,100,1024.6,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,333,100,1019.3,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,338,100,1014.2,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
HSKdb,0.07,343,100,1008.5,Arkhipova et al. (2022b),Density,Liquid,ACHfuY,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CCCC[N+](C[c-]1cccc1)(C)C.[cH-]1cccc1.[Fe+2],butyldimethyl(ferrocenylmethyl)ammonium bis(trifluoromethanesulfonyl)amide,AAHueB,CC#N,acetonitrile,,,
