setid,"Temperature, K",Mole fraction of pentanal,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VMISN,298.145,0.0792,96,1211.9,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.101,96,1207.6,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.2039,96,1185.5,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.3008,96,1162.2,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.6047,96,1066.69,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.7012,96,1029.35,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,0.8024,96,982.52,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,298.145,1,96,804.73,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.14,0,96,1233.6,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.142,0.9513,96,882.9,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.143,0.2039,96,1182.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.143,0.3008,96,1158.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.143,0.7012,96,1025.33,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.143,0.8024,96,978.11,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.143,0.897,96,921.84,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.144,0.4074,96,1130.1,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.144,0.5048,96,1099.1,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.145,0.101,96,1204.5,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.145,0.6047,96,1062.78,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.146,0.0792,96,1208.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,303.146,1,96,799.97,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.141,0.101,96,1201.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.142,0.897,96,916.87,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.143,0.2039,96,1179,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.143,0.6047,96,1058.77,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.143,0.7012,96,1021.17,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.143,0.9513,96,877.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.144,0.4074,96,1126.5,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.144,0.5048,96,1095.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.146,0.0792,96,1205.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.146,0.3008,96,1155.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.146,0.8024,96,973.48,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.146,1,96,795.17,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,308.148,0,96,1229.9,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,0.0792,96,1201.9,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,0.2039,96,1175.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,0.6047,96,1054.63,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,0.7012,96,1016.96,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,0.897,96,911.86,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.143,1,96,790.33,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.144,0.5048,96,1091.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.144,0.9513,96,872.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.145,0.4074,96,1122.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.146,0.8024,96,966.65,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.147,0.101,96,1198.1,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.148,0.3008,96,1151.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,313.152,0,96,1226.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.142,0.7012,96,1012.64,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.143,0.5048,96,1087.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.143,0.6047,96,1050.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.143,0.8024,96,962.44,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.143,0.9513,96,867.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.144,0.0792,96,1198.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.144,0.2039,96,1172.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.144,1,96,785.46,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.145,0.897,96,906.82,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.147,0.101,96,1194.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.149,0.4074,96,1119.1,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.151,0.3008,96,1148.2,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,318.157,0,96,1223.2,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.142,0.9513,96,862.5,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.143,0.0792,96,1195.7,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.143,0.2039,96,1168.8,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.143,0.5048,96,1083.3,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.143,0.6047,96,1046.09,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.143,1,96,780.55,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.145,0.8024,96,959.29,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.146,0.101,96,1191.4,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.146,0.7012,96,1008.39,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.146,0.897,96,901.88,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.149,0.3008,96,1144.6,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.151,0.4074,96,1115.2,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
VMISN,323.155,0,96,1220,Alvarez et al. (2011),Density,Liquid,AAQdeb,CCCCC=O,pentanal,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
