setid,"MolaLity of N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hKbEj,0.0247,298.15,100,780.71,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0247,303.15,100,775.289,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0247,308.15,100,769.839,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0247,313.15,100,764.357,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0247,318.15,100,758.838,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0371,298.15,100,782.766,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0371,303.15,100,777.348,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0371,308.15,100,771.899,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0371,313.15,100,766.421,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0371,318.15,100,760.906,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0511,298.15,100,785.044,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0511,303.15,100,779.63,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0511,308.15,100,774.185,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0511,313.15,100,768.71,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0511,318.15,100,763.198,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0665,298.15,100,787.549,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0665,303.15,100,782.14,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0665,308.15,100,776.698,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0665,313.15,100,771.222,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.0665,318.15,100,765.716,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.085,298.15,100,790.507,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.085,303.15,100,785.101,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.085,308.15,100,779.664,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.085,313.15,100,774.189,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.085,318.15,100,768.695,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1052,298.15,100,793.696,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1052,303.15,100,788.29,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1052,308.15,100,782.856,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1052,313.15,100,777.385,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1052,318.15,100,771.901,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1294,298.15,100,797.448,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1294,303.15,100,792.039,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1294,308.15,100,786.61,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1294,313.15,100,781.149,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1294,318.15,100,775.667,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1609,298.15,100,802.25,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1609,303.15,100,796.85,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1609,308.15,100,791.423,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1609,313.15,100,785.97,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
hKbEj,0.1609,318.15,100,780.493,Marcinkowski et al. (2014a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABrFvV,CCCCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,N-methyl-N-octylmorpholinium bis(trifluoromethanesulfonyl)imide,,,
