setid,Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BxYvy,0.1966,298.15,100,973,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.1966,303.15,100,967,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.1966,308.15,100,962,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.1966,313.15,100,957,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.1966,318.15,100,952,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.1966,323.15,100,947,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,293.15,100,1026,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,298.15,100,1021,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,303.15,100,1016,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,308.15,100,1011,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,313.15,100,1006,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,318.15,100,1002,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3005,323.15,100,997,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,293.15,100,1049,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,298.15,100,1044,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,303.15,100,1040,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,308.15,100,1035,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,313.15,100,1031,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,318.15,100,1026,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.3859,323.15,100,1021,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,293.15,100,1073,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,298.15,100,1068,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,303.15,100,1064,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,308.15,100,1059,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,313.15,100,1054,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,318.15,100,1050,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5006,323.15,100,1045,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,293.15,100,1087,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,298.15,100,1083,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,303.15,100,1078,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,308.15,100,1074,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,313.15,100,1069,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,318.15,100,1065,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.5972,323.15,100,1060,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,293.15,100,1096,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,298.15,100,1093,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,303.15,100,1088,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,308.15,100,1085,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,313.15,100,1081,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,318.15,100,1077,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.6996,323.15,100,1073,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,293.15,100,1105,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,298.15,100,1101,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,303.15,100,1098,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,308.15,100,1094,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,313.15,100,1090,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,318.15,100,1087,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.804,323.15,100,1083,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,293.15,100,1111,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,298.15,100,1107,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,303.15,100,1104,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,308.15,100,1100,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,313.15,100,1097,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,318.15,100,1093,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,0.8997,323.15,100,1090,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,293.15,100,1116,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,298.15,100,1113,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,303.15,100,1109,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,308.15,100,1106,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,313.15,100,1103,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,318.15,100,1100,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
BxYvy,1,323.15,100,1096,Zhang et al. (2023c),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAGIBL,CO,methanol,,,
