setid,"Temperature, K","Solvent: MolaLity of 1-pentyl-3-methylimidazolium bromide, mol/kg","MolaLity of (R)-2-amino-3-mercaptopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cSEkd,308.15,0.005,0.0993,100,998.91,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.1988,100,1003.6,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.2996,100,1008.35,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.398,100,1012.99,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.4996,100,1017.78,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.596,100,1022.32,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.005,0.684,100,1026.49,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0,100,994.42,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.0993,100,999.1,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.1986,100,1003.78,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.2991,100,1008.51,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.398,100,1013.17,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.4973,100,1017.85,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.597,100,1022.52,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.01,0.701,100,1027.44,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0,100,995.2,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.0997,100,999.89,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.1953,100,1004.39,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.2961,100,1009.14,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.4002,100,1014.04,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.4966,100,1018.57,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.594,100,1023.16,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.03,0.694,100,1027.87,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0,100,995.98,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.0994,100,1000.65,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.1979,100,1005.29,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.2983,100,1010,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.3978,100,1014.68,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.4944,100,1019.22,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.599,100,1024.14,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,308.15,0.05,0.699,100,1028.85,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0,100,990.22,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.0975,100,994.82,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.1985,100,999.59,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.2986,100,1004.32,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.3968,100,1008.96,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.4932,100,1013.51,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.6,100,1018.55,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0,0.692,100,1022.9,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0,100,990.42,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.0993,100,995.1,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.1988,100,999.8,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.2996,100,1004.55,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.398,100,1009.19,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.4996,100,1013.99,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.596,100,1018.52,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.005,0.684,100,1022.7,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0,100,990.62,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.0993,100,995.3,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.1986,100,999.98,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.2991,100,1004.72,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.398,100,1009.38,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.4973,100,1014.06,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.597,100,1018.73,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.01,0.701,100,1023.65,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0,100,991.41,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.0997,100,996.11,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.1953,100,1000.61,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.2961,100,1005.36,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.4002,100,1010.26,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.4966,100,1014.79,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.594,100,1019.38,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.03,0.694,100,1024.09,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0,100,992.21,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.0994,100,996.88,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.1979,100,1001.51,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.2983,100,1006.23,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.3978,100,1010.91,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.4944,100,1015.45,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.599,100,1020.37,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
cSEkd,318.15,0.05,0.699,100,1025.07,Kumar et al. (2017b),Density,Liquid,AAXPnN,N[C@@H](CS)C(=O)O,(R)-2-amino-3-mercaptopropanoic acid,AADYJk,O,water,AAsrIo,CCCCC[n+]1ccn(C)c1.[Br-],1-pentyl-3-methylimidazolium bromide
