setid,"Temperature, K","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FQHHk,298.15,0,101,997.589,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.003,101,997.672,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.006,101,997.728,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.009,101,997.78,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.012,101,997.828,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.015,101,997.875,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.018,101,997.931,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.021,101,997.985,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.024,101,998.032,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.027,101,998.085,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,298.15,0.03,101,998.135,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0,101,996.168,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.003,101,996.245,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.006,101,996.296,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.009,101,996.339,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.012,101,996.39,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.015,101,996.443,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.018,101,996.488,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.021,101,996.536,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.024,101,996.587,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.027,101,996.625,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,303.15,0.03,101,996.652,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0,101,994.553,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.003,101,994.458,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.006,101,994.491,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.009,101,994.547,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.012,101,994.602,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.015,101,994.671,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.018,101,994.735,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.021,101,994.794,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.024,101,994.849,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.027,101,994.902,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,308.15,0.03,101,994.972,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0,101,992.716,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.003,101,992.777,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.006,101,992.822,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.009,101,992.864,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.012,101,992.918,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.015,101,992.961,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.018,101,993.009,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.021,101,993.059,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.024,101,993.093,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.027,101,993.128,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
FQHHk,313.15,0.03,101,993.17,Sharma and Chauhan (2014),Density,Liquid,ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water,,,
